,track_name,artist,streams,uid,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature
49,bury a friend,Billie Eilish,368553517,4SSnFejRGlZikf02HLewEF,0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,audio_features,193143,4
50,SAD!,XXXTENTACION,364712937,3ee8Jmje8o58CHK66QrVC2,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,audio_features,166606,4
51,LA CANCIÓN,"J Balvin, Bad Bunny",357780103,0fea68AdmYNygeTGI4RC18,0.754,0.646,7,-5.795,1,0.317,0.152,1.85e-05,0.108,0.429,176.089,audio_features,242573,4
52,Shape of You,Ed Sheeran,355394459,7qiZfU4dY1lWllzX7mPBI3,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,audio_features,233713,4
53,Secreto,"Anuel AA, KAROL G",353903896,5W83ErFkO3aKAIS1WMi6u0,0.807,0.803,11,-4.156,1,0.126,0.602,0.00853,0.136,0.706,91.987,audio_features,258800,4
54,Better,Khalid,353372315,6zeeWid2sgw4lap2jV61PZ,0.596,0.552,0,-10.278,0,0.097,0.0765,0.334,0.104,0.112,97.949,audio_features,229320,4
55,Swervin (feat. 6ix9ine),"A Boogie Wit da Hoodie, 6ix9ine",349150898,1wJRveJZLSb1rjhnUHQiv6,0.581,0.662,9,-5.239,1,0.303,0.0153,0.0,0.111,0.434,93.023,audio_features,189487,4
56,Believer,Imagine Dragons,346530735,0pqnGHJpmpxLKifKRmU6WP,0.776,0.78,10,-4.374,0,0.128,0.0622,0.0,0.081,0.666,124.949,audio_features,204347,4
57,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake, Selena Gomez, Ozuna, Cardi B",339945902,4w8niZpiMy6qz1mntFA5uM,0.842,0.801,8,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,audio_features,212500,4
58,Youngblood,5 Seconds of Summer,333778930,2iUXsYOEPhVqEBwsqP70rE,0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274,audio_features,203418,4
59,Señorita,"Shawn Mendes, Camila Cabello",323383320,0TK2YIli7K1leLovkQiNik,0.759,0.54,9,-6.039,0,0.0287,0.037,0.0,0.0945,0.75,116.947,audio_features,190960,4
60,Moonlight,XXXTENTACION,322318419,0JP9xo3adEtGSdUEISiszL,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,audio_features,135090,4
61,HIGHEST IN THE ROOM,Travis Scott,321676839,3eekarcy7kvN4yt5ZFzltW,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,audio_features,175721,4
62,Sucker,Jonas Brothers,321667090,4y3OI86AEP6PQoDE6olYhO,0.842,0.734,1,-5.065,0,0.0588,0.0427,0.0,0.106,0.952,137.958,audio_features,181040,4
63,Bohemian Rhapsody - Remastered 2011,Queen,316616552,4u7EnebtmKWzUH433cf5Qv,0.414,0.404,0,-9.928,0,0.0499,0.271,0.0,0.3,0.224,71.105,audio_features,354320,4
64,Old Town Road - Remix,"Lil Nas X, Billy Ray Cyrus",314779003,2YpeDb67231RjR0MgVLzsG,0.878,0.619,6,-5.56,1,0.102,0.0533,0.0,0.113,0.639,136.041,audio_features,157067,4
65,Perfect,Ed Sheeran,308525442,0tgVpDi06FyKpA1z0VMD4v,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,audio_features,263400,3
66,Baila Baila Baila,Ozuna,303506679,7uH27oIt4a6cIFCA8ZPcyG,0.816,0.754,11,-2.75,0,0.111,0.0361,0.0,0.217,0.533,99.966,audio_features,158400,4
67,Loco Contigo (feat. J. Balvin & Tyga),"DJ Snake, J Balvin, Tyga",299598049,6osaMSJh9NguagEDQcZaKx,0.694,0.758,11,-2.986,1,0.218,0.278,1.34e-06,0.102,0.371,192.091,audio_features,185195,4
68,Soltera - Remix,"Lunay, Daddy Yankee, Bad Bunny",299148450,1c0hsvHLELX6y8qymnpLKL,0.795,0.783,5,-4.271,1,0.0432,0.361,0.0,0.437,0.799,92.01,audio_features,266087,4
69,hot girl bummer,blackbear,291454960,7aiClxsDWFRQ0Kzk5KI5ku,0.778,0.559,6,-7.109,0,0.0776,0.128,0.0,0.399,0.678,129.989,audio_features,185093,1
70,No Guidance (feat. Drake),"Chris Brown, Drake",288621472,6XHVuErjQ4XNm6nDPVCxVX,0.696,0.454,1,-6.756,0,0.153,0.123,0.0,0.155,0.136,92.928,audio_features,260640,4
71,Sucker,Jonas Brothers,288432975,22vgEDb5hykfaTwLuskFGD,0.842,0.734,1,-5.065,0,0.0588,0.0427,0.0,0.106,0.952,137.958,audio_features,181027,4
72,lovely (with Khalid),"Billie Eilish, Khalid",288389359,0u2P5u6lvoDfwTYjAADbn4,0.351,0.296,4,-10.109,0,0.0333,0.934,0.0,0.095,0.12,115.284,audio_features,200186,4
73,Te Robaré,"Nicky Jam, Ozuna",288089804,6v0lAdFF4haL8xjBIUjtOw,0.673,0.752,2,-3.572,0,0.0561,0.241,4.51e-05,0.0813,0.797,175.997,audio_features,201818,4
74,I Like Me Better,Lauv,287075688,2P91MQbaiQOfbiz9VqhqKQ,0.752,0.505,9,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,91.97,audio_features,197437,4
75,2002,Anne-Marie,286037546,2BgEsaKNfHUdlh97KmvFyo,0.697,0.683,1,-2.881,0,0.117,0.0372,0.0,0.137,0.603,96.133,audio_features,186987,4
76,Don't Stop Me Now - Remastered 2011,Queen,284436461,5T8EDUDqKcs6OSOwEsfqG7,0.559,0.868,5,-5.276,1,0.17,0.0475,0.000176,0.776,0.609,156.295,audio_features,209413,4
77,Jocelyn Flores,XXXTENTACION,284275354,7m9OqQk4RVRkw9JJdeAw96,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,audio_features,119133,4
78,11 PM,Maluma,284251190,7KbF6AdprOXEEHlsq11Z6d,0.777,0.712,10,-4.84,1,0.277,0.217,0.0,0.091,0.68,95.692,audio_features,175733,4
79,Giant (with Rag'n'Bone Man),"Calvin Harris, Rag'n'Bone Man",282213371,5itOtNx0WxtJmi1TQ3RuRd,0.807,0.887,1,-4.311,0,0.0361,0.016,0.000503,0.0811,0.606,122.015,audio_features,229184,4
80,Say You Won't Let Go,James Arthur,281518801,5uCax9HTNlzGybIStD3vDh,0.358,0.557,10,-7.398,1,0.059,0.695,0.0,0.0902,0.494,85.043,audio_features,211467,4
81,Another One Bites The Dust - Remastered 2011,Queen,274823441,5vdp5UmvTsnMEMESIF2Ym7,0.933,0.528,5,-6.472,0,0.161,0.112,0.312,0.163,0.754,109.967,audio_features,214653,4
82,Boy With Luv (feat. Halsey),"BTS, Halsey",274214645,5KawlOMHjWeUjQtnuRs22c,0.645,0.862,11,-4.757,0,0.0965,0.0923,0.0,0.192,0.798,119.991,audio_features,229773,4
83,Here With Me,"Marshmello, CHVRCHES",274105542,5icOoE6VgqFKohjWWNp0Ac,0.791,0.565,5,-3.933,0,0.0439,0.0623,0.0,0.156,0.181,99.961,audio_features,156347,4
84,Suge,DaBaby,273984747,2gwkD6igEhQbDQegRCcdoB,0.876,0.662,2,-6.482,0,0.426,0.0608,0.0,0.127,0.844,75.445,audio_features,163320,4
85,Verte Ir,"DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago",267074325,4lzxJ4jCuFDXXGkE1LmpKR,0.857,0.647,11,-4.152,0,0.0984,0.391,1.2e-06,0.0842,0.553,95.982,audio_features,267500,4
86,Drip Too Hard (Lil Baby & Gunna),"Lil Baby, Gunna",267006871,78QR3Wp35dqAhFEc2qAGjE,0.897,0.662,1,-6.903,0,0.292,0.0852,0.0,0.534,0.389,112.511,audio_features,145543,4
87,In My Mind,"Dynoro, Gigi D'Agostino",265078603,0E9ZjEAyAwOXZ7wJC0PD33,0.694,0.77,6,-5.335,1,0.149,0.176,1.1e-05,0.118,0.163,125.905,audio_features,184560,4
88,Lose You To Love Me,Selena Gomez,261792390,1HfMVBKM75vxSfsQ5VefZ5,0.505,0.34,4,-9.005,1,0.0438,0.576,0.0,0.21,0.0916,101.993,audio_features,206459,4
89,Murder On My Mind,YNW Melly,259370718,7eBqSVxrzQZtK2mmgRG6lC,0.759,0.73,0,-7.985,0,0.0516,0.145,3.06e-06,0.11,0.74,115.007,audio_features,268434,4
90,South of the Border (feat. Camila Cabello & Cardi B),"Ed Sheeran, Camila Cabello, Cardi B",256503702,4vUmTMuQqjdnvlZmAH61Qk,0.857,0.621,9,-6.376,0,0.0825,0.148,0.0,0.0865,0.668,97.989,audio_features,204467,4
91,Thunder,Imagine Dragons,256479512,1zB4vmk8tFRmM9UULNzbLB,0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997,audio_features,187147,4
92,Never Really Over,Katy Perry,255994035,5PYQUBXc7NYeI1obMKSJK0,0.77,0.882,8,-4.792,1,0.0602,0.194,0.0,0.316,0.385,99.991,audio_features,223523,4
93,3 Nights,Dominic Fike,252702976,1tNJrcVe6gwLEiZCtprs1u,0.815,0.518,7,-6.594,0,0.0897,0.223,0.0,0.104,0.877,151.891,audio_features,177667,4
94,God's Plan,Drake,251056429,6DCZcSspjsKoFjzjrWoCdn,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,audio_features,198973,4
95,Look Back at It,A Boogie Wit da Hoodie,248796831,3Ol2xnObFdKV9pmRD2t9x8,0.791,0.587,3,-5.075,0,0.0413,0.407,0.0,0.148,0.536,96.057,audio_features,179449,4
96,If I Can't Have You,Shawn Mendes,248333427,6LsAAHotRLMOHfCsSfYCsz,0.692,0.809,2,-4.198,1,0.0602,0.524,0.0,0.147,0.864,123.911,audio_features,190800,4
97,Close To Me (with Diplo) (feat. Swae Lee),"Ellie Goulding, Diplo, Swae Lee",247561710,5JEx7HbmvHQQswJCsoo9rA,0.575,0.758,1,-5.029,0,0.0618,0.0954,0.0,0.394,0.493,144.107,audio_features,182623,4
98,QUE PRETENDES,"J Balvin, Bad Bunny",247436738,25ZAibhr3bdlMCLmubZDVt,0.639,0.791,10,-4.443,0,0.253,0.0275,0.0,0.362,0.939,92.603,audio_features,222347,4
99,Higher Love,"Kygo, Whitney Houston",247098951,6oJ6le65B3SEqPwMRNXWjY,0.693,0.678,8,-7.159,1,0.0324,0.0151,5.71e-06,0.101,0.404,103.952,audio_features,228267,4
100,Adan y Eva,Paulo Londra,243816459,6FyRXC8tJUh863JCkyWqtk,0.767,0.709,1,-4.47,1,0.336,0.323,0.0,0.0676,0.72,171.993,audio_features,258639,4
101,wish you were gay,Billie Eilish,243672823,3Fj47GNK2kUF0uaEDgXLaD,0.853,0.351,7,-10.198,1,0.241,0.39,9.38e-06,0.752,0.282,118.028,audio_features,221543,4
102,Too Good At Goodbyes,Sam Smith,240887185,1mXVgsBdtIVeCLJnSnmtdV,0.681,0.372,5,-8.237,1,0.0432,0.64,0.0,0.169,0.476,91.873,audio_features,201000,4
103,It's You,Ali Gatie,240018593,6moU77g9RQyMzHNuKEaQKq,0.732,0.463,11,-6.972,0,0.0287,0.374,0.0,0.194,0.397,95.971,audio_features,212607,4
104,Ride It,Regard,233526700,2tnVG71enUj33Ic2nFN6kZ,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,audio_features,157606,4
105,Otro Trago - Remix,"Sech, Ozuna, Anuel AA, Darell, Nicky Jam",230176020,4bTZeO72FwMa6wKOiqoynL,0.725,0.79,0,-2.331,1,0.197,0.0711,1.14e-06,0.0602,0.763,175.988,audio_features,287773,4
106,ZEZE (feat. Travis Scott & Offset),"Kodak Black, Offset, Travis Scott",229110034,0FZ4Dmg8jJJAPJnvBIzD9z,0.861,0.603,8,-5.788,0,0.176,0.0521,0.0,0.0924,0.504,98.043,audio_features,228760,4
107,boyfriend (with Social House),"Ariana Grande, Social House",227960793,0Ryd8975WihbObpp5cPW1t,0.4,0.795,10,-3.731,0,0.461,0.119,0.0,0.159,0.702,190.097,audio_features,186107,4
108,Don't Start Now,Dua Lipa,225966231,6WrI0LAC5M1Rw2MnX2ZvEg,0.794,0.793,11,-4.521,0,0.0842,0.0125,0.0,0.0952,0.677,123.941,audio_features,183290,4
109,I Like It,"Cardi B, Bad Bunny, J Balvin",225107900,58q2HKrzhC3ozto2nDdN4z,0.816,0.726,5,-3.998,0,0.129,0.099,0.0,0.372,0.65,136.048,audio_features,253390,4
110,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",224821400,0RiRZpuVRbi7oqRdSMwhQY,0.755,0.522,2,-4.368,1,0.0575,0.533,0.0,0.0685,0.925,89.96,audio_features,157560,4
111,RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin",223186025,6cy3ki60hLwimwIje7tALf,0.721,0.716,10,-7.037,0,0.0657,0.0334,0.00084,0.237,0.667,104.994,audio_features,221714,4
112,ROXANNE,Arizona Zervas,222189670,696DnlkuDOXcMAnKlTgXXK,0.621,0.601,6,-5.616,0,0.148,0.0522,0.0,0.46,0.457,116.735,audio_features,163636,5
113,Adicto (with Anuel AA & Ozuna),"Tainy, Anuel AA, Ozuna",213316830,3jbT1Y5MoPwEIpZndDDwVq,0.734,0.836,10,-4.803,0,0.0735,0.017,1.64e-05,0.179,0.623,80.002,audio_features,270741,4
114,Rescue Me,OneRepublic,210119346,0mjAU3yKR1QnXnHtjGJqTM,0.759,0.605,7,-7.737,1,0.0433,0.156,0.0,0.694,0.64,121.049,audio_features,158900,4
115,Te Vi,"Piso 21, Micro TDH",209890194,059bcIhyc2SBwm6sw2AZzd,0.877,0.777,1,-4.246,1,0.117,0.0446,3.46e-05,0.0863,0.706,102.02,audio_features,231848,4
116,So Am I,Ava Max,209760977,0uUNN1nSoUx1A4fkDCWDQ7,0.682,0.656,6,-4.67,1,0.0435,0.0737,0.0,0.353,0.607,130.089,audio_features,183027,4
117,Photograph,Ed Sheeran,208877756,6fxVffaTuwjgEk5h9QyRjy,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,audio_features,258987,4
118,"Yo x Ti, Tu x Mi","ROSALÍA, Ozuna",208038600,7BlBVFwvbWvcwNcUarQmjk,0.78,0.759,1,-3.292,1,0.225,0.462,0.000868,0.143,0.579,91.952,audio_features,201040,4
119,Saturday Nights,Khalid,207665893,5kfNriitmkNE8mUbZ7gbq8,0.551,0.44,10,-8.559,1,0.0985,0.606,3.02e-05,0.11,0.341,167.923,audio_features,210667,4
120,a lot,21 Savage,206147664,2t8yVaLvJ0RenpXUIAC52d,0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972,audio_features,288624,4
121,Tutu,"Camilo, Pedro Capó",205803825,1nocRtwyNPVtGcIJqfgdzZ,0.731,0.832,9,-2.592,1,0.0503,0.273,0.0,0.0665,0.94,146.013,audio_features,178613,4
122,Promises (with Sam Smith),"Calvin Harris, Sam Smith, Jessie Reyez",203054997,5N5k9nd479b1xpDZ4usjrg,0.781,0.768,11,-5.991,1,0.0394,0.0119,4.91e-06,0.325,0.486,123.07,audio_features,213309,4
123,Havana (feat. Young Thug),"Camila Cabello, Young Thug",202716978,1rfofaqEpACxVEHIZBJe6W,0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988,audio_features,217307,4
124,Amanece,"Anuel AA, Haze",201927018,1LiN0Z98FkR1t0m8KmLcAH,0.79,0.631,8,-5.549,0,0.0425,0.437,0.0,0.158,0.889,94.039,audio_features,190005,4
125,"10,000 Hours (with Justin Bieber)","Dan + Shay, Justin Bieber",200963105,2wrJq5XKLnmhRXHIAf9xBa,0.654,0.63,10,-4.644,1,0.0259,0.153,0.0,0.111,0.43,89.991,audio_features,167693,4
126,Panini,Lil Nas X,200250161,6fTt0CH2t0mdeB2N9XFG5r,0.703,0.594,5,-6.146,0,0.0752,0.342,0.0,0.123,0.475,153.848,audio_features,114893,4
127,Pa Mí - Remix,"Dalex, Rafa Pabön, KHEA, Sech, Feid, Cazzu, Lenny Tavárez",198926981,7g8YaUQABMal0zWe7a2ijz,0.688,0.62,11,-8.029,0,0.22,0.753,5.32e-06,0.157,0.727,170.011,audio_features,360960,4
128,Ransom,Lil Tecca,196855318,1kBbgxAUc4HQv7cgIayIDH,0.745,0.642,7,-6.257,0,0.287,0.0204,0.0,0.0658,0.226,179.974,audio_features,131280,4
129,Pure Water (with Migos),"Mustard, Migos",195859338,63cd4JkwGgYJrbOizbfmsp,0.68,0.559,0,-5.545,1,0.129,0.172,0.0,0.318,0.137,202.006,audio_features,194520,4
130,Psycho (feat. Ty Dolla $ign),"Post Malone, Ty Dolla $ign",195766210,3swc6WTsr7rl9DqQKQA55C,0.75,0.56,8,-8.094,1,0.105,0.546,0.0,0.111,0.459,140.06,audio_features,221440,4
131,Body,"Loud Luxury, Brando",195494994,7K7MUBCnzgBAvMVW2RTWNs,0.752,0.764,1,-4.399,1,0.038,0.0476,9.44e-05,0.0543,0.582,121.958,audio_features,163216,4
132,Be Alright,Dean Lewis,195308162,5qrSlOut2rNAWv3ubArkNy,0.551,0.537,11,-7.595,1,0.034,0.705,0.0,0.0802,0.493,126.421,audio_features,196493,4
133,Bad Liar,Imagine Dragons,193044332,2RSHsoi04658QL5xgQVov3,0.383,0.637,3,-6.993,1,0.0703,0.0722,0.0,0.368,0.0827,177.913,audio_features,260773,4
