,track_name,artist,streams,uid,cleaned_lyrics,stemmed_lyrics,lemmatized_lyrics
178,Plain Jane,A$AP Ferg,104579686,4dVpf9jZjcORqGTLUaeYj9,yeah ride mob alhamdulillah check job ferg name ben baller chain tourneau watch presi plain jane yamborghini chain rest peace superior hermes link could feed village liberia tmz taking pictures causin mad hysteria momma see bet started tearin start killin niggas get trife attended harlem picnics risked life uncle used skim work sellin nicks night years old watching nick nite uncle psycho bathroom buggin knife guts hope daddy cut suicidal thoughts brought advisory pitchin dummy sellin fiends mad ivory grandma arthritis hands bad poppin pills like rappers society fuck yo bitch irony send meechy yo ho yo bitch keep eyein ride mob alhamdulillah check job ferg name ben baller chain tourneau watch presi plain jane ride mob alhamdulillah check job ferg name ben baller chain tourneau watch presi plain jane suck nigga dick somethin suck nigga dick somethin suck nigga dick somethin suck nigga dick somethin explain probably never seen sunken place instagram watchin tv think trade breakfast lunch dinner kitty please believe see riri eat like panini go dumb broad hit walls like graffiti indian burns nigga wee wee think need foursome bella kendall gigi easy reneezy hook leezy go crazy yeezy kirk kneezy beat told em finna glow street rappers talk subliminal talk put em jersey shore like pauly ride mob alhamdulillah check job ferg name ben baller chain tourneau watch presi plain jane ride mob alhamdulillah check job ferg name ben baller chain tourneau watch presi plain jane suck nigga dick somethin suck nigga dick somethin suck nigga dick somethin suck nigga dick somethin,yeah ride mob alhamdulillah check job ferg name ben baller chain tourneau watch presi plain jane yamborghini chain rest peac superior herm link could feed villag liberia tmz take pictur causin mad hysteria momma see bet start tearin start killin nigga get trife attend harlem picnic risk life uncl use skim work sellin nick night year old watch nick nite uncl psycho bathroom buggin knife gut hope daddi cut suicid thought brought advisori pitchin dummi sellin fiend mad ivori grandma arthriti hand bad poppin pill like rapper societi fuck yo bitch ironi send meechi yo ho yo bitch keep eyein ride mob alhamdulillah check job ferg name ben baller chain tourneau watch presi plain jane ride mob alhamdulillah check job ferg name ben baller chain tourneau watch presi plain jane suck nigga dick somethin suck nigga dick somethin suck nigga dick somethin suck nigga dick somethin explain probabl never seen sunken place instagram watchin tv think trade breakfast lunch dinner kitti pleas believ see riri eat like panini go dumb broad hit wall like graffiti indian burn nigga wee wee think need foursom bella kendal gigi easi reneezi hook leezi go crazi yeezi kirk kneezi beat told em finna glow street rapper talk sublimin talk put em jersey shore like pauli ride mob alhamdulillah check job ferg name ben baller chain tourneau watch presi plain jane ride mob alhamdulillah check job ferg name ben baller chain tourneau watch presi plain jane suck nigga dick somethin suck nigga dick somethin suck nigga dick somethin suck nigga dick somethin,yeah ride mob alhamdulillah check job ferg name ben baller chain tourneau watch presi plain jane yamborghini chain rest peace superior hermes link could feed village liberia tmz taking picture causin mad hysteria momma see bet started tearin start killin nigga get trife attended harlem picnic risked life uncle used skim work sellin nick night year old watching nick nite uncle psycho bathroom buggin knife gut hope daddy cut suicidal thought brought advisory pitchin dummy sellin fiend mad ivory grandma arthritis hand bad poppin pill like rapper society fuck yo bitch irony send meechy yo ho yo bitch keep eyein ride mob alhamdulillah check job ferg name ben baller chain tourneau watch presi plain jane ride mob alhamdulillah check job ferg name ben baller chain tourneau watch presi plain jane suck nigga dick somethin suck nigga dick somethin suck nigga dick somethin suck nigga dick somethin explain probably never seen sunken place instagram watchin tv think trade breakfast lunch dinner kitty please believe see riri eat like panini go dumb broad hit wall like graffiti indian burn nigga wee wee think need foursome bella kendall gigi easy reneezy hook leezy go crazy yeezy kirk kneezy beat told em finna glow street rapper talk subliminal talk put em jersey shore like pauly ride mob alhamdulillah check job ferg name ben baller chain tourneau watch presi plain jane ride mob alhamdulillah check job ferg name ben baller chain tourneau watch presi plain jane suck nigga dick somethin suck nigga dick somethin suck nigga dick somethin suck nigga dick somethin
179,Youngblood,5 Seconds of Summer,103705303,55S2PQgSMYAhgoTCcGCDfw,remember words told love til day die surrender everything cause made believe mine yeah used call baby calling name takes one know one yeah beat damn game push push pulling away pulling away give give give take give take youngblood say want say want life dead man walking tonight need yeah need time yeah ooh ooh ooh youngblood say want say want back life dead man crawling tonight cause need yeah need time yeah ooh ooh ooh lately conversations end like last goodbye one us gets drunk calls hundred times calling baby nobody could take place looking strangers hope god see face youngblood say want say want life dead man walking tonight need yeah need time yeah ooh ooh ooh youngblood say want say want back life dead man crawling tonight cause need yeah need time yeah ooh ooh ooh push push pulling away pulling away give give give take give take running around running away running away mmm youngblood say want say want life dead man walking tonight need yeah need time yeah ooh ooh ooh youngblood say want say want back life dead man crawling tonight cause need yeah need time yeah ooh ooh ooh push push pulling away pulling away give give give take give take youngblood say want say want life dead man walking tonight,rememb word told love til day die surrend everyth caus made believ mine yeah use call babi call name take one know one yeah beat damn game push push pull away pull away give give give take give take youngblood say want say want life dead man walk tonight need yeah need time yeah ooh ooh ooh youngblood say want say want back life dead man crawl tonight caus need yeah need time yeah ooh ooh ooh late convers end like last goodby one us get drunk call hundr time call babi nobodi could take place look stranger hope god see face youngblood say want say want life dead man walk tonight need yeah need time yeah ooh ooh ooh youngblood say want say want back life dead man crawl tonight caus need yeah need time yeah ooh ooh ooh push push pull away pull away give give give take give take run around run away run away mmm youngblood say want say want life dead man walk tonight need yeah need time yeah ooh ooh ooh youngblood say want say want back life dead man crawl tonight caus need yeah need time yeah ooh ooh ooh push push pull away pull away give give give take give take youngblood say want say want life dead man walk tonight,remember word told love til day die surrender everything cause made believe mine yeah used call baby calling name take one know one yeah beat damn game push push pulling away pulling away give give give take give take youngblood say want say want life dead man walking tonight need yeah need time yeah ooh ooh ooh youngblood say want say want back life dead man crawling tonight cause need yeah need time yeah ooh ooh ooh lately conversation end like last goodbye one u get drunk call hundred time calling baby nobody could take place looking stranger hope god see face youngblood say want say want life dead man walking tonight need yeah need time yeah ooh ooh ooh youngblood say want say want back life dead man crawling tonight cause need yeah need time yeah ooh ooh ooh push push pulling away pulling away give give give take give take running around running away running away mmm youngblood say want say want life dead man walking tonight need yeah need time yeah ooh ooh ooh youngblood say want say want back life dead man crawling tonight cause need yeah need time yeah ooh ooh ooh push push pulling away pulling away give give give take give take youngblood say want say want life dead man walking tonight
180,Last Christmas,Wham!,103362271,2FRnf9qhLbvw8fu4IBXx78,happy christmas ah ah ah ooh woah oh oh last christmas gave heart next day gave away year save tears give someone special last christmas gave heart next day gave away gave away year save tears give someone special special bitten twice shy keep distance still catch eye tell baby recognise well year surprise happy christmas wrapped sent note saying love meant know fool kissed know fool last christmas gave heart next day gave away gave away year save tears give someone special special last christmas gave heart next day gave away year save tears give someone special special oh oh oh baby crowded room friends tired eyes hiding soul ice god thought someone rely guess shoulder cry face lover fire heart man undercover tore apart ooh ooh found real love never fool last christmas gave heart next day gave away gave away year save tears give someone special special last christmas gave heart next day gave away gave away year save tears give someone special special face lover fire heart gave heart man undercover tore apart maybe next year give someone give someone special special someone someone give someone give someone special give something return give someone give someone hold heart watch burn give someone give someone special thought stay could love day thought someone special gave heart give someone give someone last christmas gave heart gave away give someone give someone la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la,happi christma ah ah ah ooh woah oh oh last christma gave heart next day gave away year save tear give someon special last christma gave heart next day gave away gave away year save tear give someon special special bitten twice shi keep distanc still catch eye tell babi recognis well year surpris happi christma wrap sent note say love meant know fool kiss know fool last christma gave heart next day gave away gave away year save tear give someon special special last christma gave heart next day gave away year save tear give someon special special oh oh oh babi crowd room friend tire eye hide soul ice god thought someon reli guess shoulder cri face lover fire heart man undercov tore apart ooh ooh found real love never fool last christma gave heart next day gave away gave away year save tear give someon special special last christma gave heart next day gave away gave away year save tear give someon special special face lover fire heart gave heart man undercov tore apart mayb next year give someon give someon special special someon someon give someon give someon special give someth return give someon give someon hold heart watch burn give someon give someon special thought stay could love day thought someon special gave heart give someon give someon last christma gave heart gave away give someon give someon la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la,happy christmas ah ah ah ooh woah oh oh last christmas gave heart next day gave away year save tear give someone special last christmas gave heart next day gave away gave away year save tear give someone special special bitten twice shy keep distance still catch eye tell baby recognise well year surprise happy christmas wrapped sent note saying love meant know fool kissed know fool last christmas gave heart next day gave away gave away year save tear give someone special special last christmas gave heart next day gave away year save tear give someone special special oh oh oh baby crowded room friend tired eye hiding soul ice god thought someone rely guess shoulder cry face lover fire heart man undercover tore apart ooh ooh found real love never fool last christmas gave heart next day gave away gave away year save tear give someone special special last christmas gave heart next day gave away gave away year save tear give someone special special face lover fire heart gave heart man undercover tore apart maybe next year give someone give someone special special someone someone give someone give someone special give something return give someone give someone hold heart watch burn give someone give someone special thought stay could love day thought someone special gave heart give someone give someone last christmas gave heart gave away give someone give someone la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la
181,In My Blood,Shawn Mendes,102035620,21YnmkSDhUkmkkni22Svc4,help like walls caving sometimes feel like giving blood laying bathroom floor feeling nothing overwhelmed insecure give something could take ease mind slowly drink feel better take home feel better keep telling gets better ever help like walls caving sometimes feel like giving medicine strong enough someone help crawling skin sometimes feel like giving blood blood looking phone feeling anxious afraid alone hate trying find way chill breathe oh somebody could help like walls caving sometimes feel like giving medicine strong enough someone help crawling skin sometimes feel like giving blood blood need somebody need somebody someone help need somebody help like walls caving sometimes feel like giving blood blood oh blood need somebody blood need somebody blood,help like wall cave sometim feel like give blood lay bathroom floor feel noth overwhelm insecur give someth could take eas mind slowli drink feel better take home feel better keep tell get better ever help like wall cave sometim feel like give medicin strong enough someon help crawl skin sometim feel like give blood blood look phone feel anxiou afraid alon hate tri find way chill breath oh somebodi could help like wall cave sometim feel like give medicin strong enough someon help crawl skin sometim feel like give blood blood need somebodi need somebodi someon help need somebodi help like wall cave sometim feel like give blood blood oh blood need somebodi blood need somebodi blood,help like wall caving sometimes feel like giving blood laying bathroom floor feeling nothing overwhelmed insecure give something could take ease mind slowly drink feel better take home feel better keep telling get better ever help like wall caving sometimes feel like giving medicine strong enough someone help crawling skin sometimes feel like giving blood blood looking phone feeling anxious afraid alone hate trying find way chill breathe oh somebody could help like wall caving sometimes feel like giving medicine strong enough someone help crawling skin sometimes feel like giving blood blood need somebody need somebody someone help need somebody help like wall caving sometimes feel like giving blood blood oh blood need somebody blood need somebody blood
182,Goodbye (feat. Nicki Minaj & Willy William),"Jason Derulo, David Guetta, Nicki Minaj, Willy William",100485345,5Xn4IyTtW6FUGIUyWjbUHG,time say goodbye leave alone stay night need need tonight derulo oh three morning want phone one word espanol babe come know whoo uh girls haiti throw throw jamaica roll roll girls spain mostest whoo got focus girl lovin fatty fatty lovin naughty naughty lovin giving lovin stay cause time say goodbye leave alone stay night need need tonight baby know time say goodbye leave alone stay night need need tonight baby know dame solo un momento quiero sentir tu cuerpo yeah yeah yeah que ya tengo tiempo tu yo una noche de fuego oui oui oui te hablo frances like si si si te explico que soy de ti ti ti parlez vous francais oui oui oui siguelo mami vale girl lovin fatty fatty lovin naughty naughty lovin giving lovin stay cause time time say goodbye hey baby leave alone stay night need need tonight baby know time say goodbye say goodbye say goodbye leave alone stay night need need tonight night night ooh uh tell seh proper prim prim mermaid ting wanna swim wanna swim gal bright suh dem eyes dim dem eyes dim ch ch chain heavy light skin light skin pull let put pipe pipe gotta dash like hyphen hyphen bring cake let lick icing icing little open toes stewart weitzman advising ye yes ties okay none hoes ever see pen ysl nicki boot drive way foot ball give heisman touchdown cause time say goodbye yeah leave alone stay night cause need baby need need tonight baby know hard say goodbye hate leave alone stay night need need tonight baby know papi chulo cuanto amas este culo culo culo cuanto amas este culo say goodbye stay night one time one time rrrrrrrr,time say goodby leav alon stay night need need tonight derulo oh three morn want phone one word espanol babe come know whoo uh girl haiti throw throw jamaica roll roll girl spain mostest whoo got focu girl lovin fatti fatti lovin naughti naughti lovin give lovin stay caus time say goodby leav alon stay night need need tonight babi know time say goodby leav alon stay night need need tonight babi know dame solo un momento quiero sentir tu cuerpo yeah yeah yeah que ya tengo tiempo tu yo una noch de fuego oui oui oui te hablo franc like si si si te explico que soy de ti ti ti parlez vou francai oui oui oui siguelo mami vale girl lovin fatti fatti lovin naughti naughti lovin give lovin stay caus time time say goodby hey babi leav alon stay night need need tonight babi know time say goodby say goodby say goodby leav alon stay night need need tonight night night ooh uh tell seh proper prim prim mermaid ting wanna swim wanna swim gal bright suh dem eye dim dem eye dim ch ch chain heavi light skin light skin pull let put pipe pipe gotta dash like hyphen hyphen bring cake let lick ice ice littl open toe stewart weitzman advis ye ye tie okay none hoe ever see pen ysl nicki boot drive way foot ball give heisman touchdown caus time say goodby yeah leav alon stay night caus need babi need need tonight babi know hard say goodby hate leav alon stay night need need tonight babi know papi chulo cuanto ama est culo culo culo cuanto ama est culo say goodby stay night one time one time rrrrrrrr,time say goodbye leave alone stay night need need tonight derulo oh three morning want phone one word espanol babe come know whoo uh girl haiti throw throw jamaica roll roll girl spain mostest whoo got focus girl lovin fatty fatty lovin naughty naughty lovin giving lovin stay cause time say goodbye leave alone stay night need need tonight baby know time say goodbye leave alone stay night need need tonight baby know dame solo un momento quiero sentir tu cuerpo yeah yeah yeah que ya tengo tiempo tu yo una noche de fuego oui oui oui te hablo france like si si si te explico que soy de ti ti ti parlez vous francais oui oui oui siguelo mami vale girl lovin fatty fatty lovin naughty naughty lovin giving lovin stay cause time time say goodbye hey baby leave alone stay night need need tonight baby know time say goodbye say goodbye say goodbye leave alone stay night need need tonight night night ooh uh tell seh proper prim prim mermaid ting wanna swim wanna swim gal bright suh dem eye dim dem eye dim ch ch chain heavy light skin light skin pull let put pipe pipe gotta dash like hyphen hyphen bring cake let lick icing icing little open toe stewart weitzman advising ye yes tie okay none hoe ever see pen ysl nicki boot drive way foot ball give heisman touchdown cause time say goodbye yeah leave alone stay night cause need baby need need tonight baby know hard say goodbye hate leave alone stay night need need tonight baby know papi chulo cuanto amas este culo culo culo cuanto amas este culo say goodbye stay night one time one time rrrrrrrr
183,Spoil My Night (feat. Swae Lee),"Post Malone, Swae Lee",100446929,5VuxWXbt7XENQCtE9TzpTv,yeah much say front come spoil night feelin come play thinkin happens every time spoil night spoil night spoil night night spoil night spoil night necklace natural glow dancin strobe let fuckin spoil night spoil night spent much cash lost cup toxic took robe yeah get dropped plenty money thighs plenty room ride never like small fry took life spoil night spoil night spoil night night spoil night spoil night much say front come spoil night spoil night feelin come play thinkin happens every time yeah walk party act like know spotted lil mama wall jabronis ooh point bag bring bring even see face got beautiful boobies wow see diamonds teeth teeth see smilin back back think rock like jumanji jumanji time postmate plan whippin phone know know damn many videos gon post everybody gram gonna know girl home line blow yeah know doin right need spoil night need need spoil night spoil night spoil night night spoil night spoil night much say front come spoil night spoil night feelin come play thinkin happens every time yeah spoil night spoil night spoil night spoil night spoil night spoil night,yeah much say front come spoil night feelin come play thinkin happen everi time spoil night spoil night spoil night night spoil night spoil night necklac natur glow dancin strobe let fuckin spoil night spoil night spent much cash lost cup toxic took robe yeah get drop plenti money thigh plenti room ride never like small fri took life spoil night spoil night spoil night night spoil night spoil night much say front come spoil night spoil night feelin come play thinkin happen everi time yeah walk parti act like know spot lil mama wall jabroni ooh point bag bring bring even see face got beauti boobi wow see diamond teeth teeth see smilin back back think rock like jumanji jumanji time postmat plan whippin phone know know damn mani video gon post everybodi gram gonna know girl home line blow yeah know doin right need spoil night need need spoil night spoil night spoil night night spoil night spoil night much say front come spoil night spoil night feelin come play thinkin happen everi time yeah spoil night spoil night spoil night spoil night spoil night spoil night,yeah much say front come spoil night feelin come play thinkin happens every time spoil night spoil night spoil night night spoil night spoil night necklace natural glow dancin strobe let fuckin spoil night spoil night spent much cash lost cup toxic took robe yeah get dropped plenty money thigh plenty room ride never like small fry took life spoil night spoil night spoil night night spoil night spoil night much say front come spoil night spoil night feelin come play thinkin happens every time yeah walk party act like know spotted lil mama wall jabronis ooh point bag bring bring even see face got beautiful booby wow see diamond teeth teeth see smilin back back think rock like jumanji jumanji time postmate plan whippin phone know know damn many video gon post everybody gram gonna know girl home line blow yeah know doin right need spoil night need need spoil night spoil night spoil night night spoil night spoil night much say front come spoil night spoil night feelin come play thinkin happens every time yeah spoil night spoil night spoil night spoil night spoil night spoil night
184,Stay,Post Malone,98985894,4H7WNRErSbONkM06blBoGc,true know said want fuck pour another drink tell think know drunk talk right put cigarette face beautiful please woman break back put misery tell okay tell okay waitin damn day waitin damn day call mornin tell last night went count stay little longer convince tell things every time make truth fadin everybody blind view amazin damn right little conversation figure intoxication carry motivation never wrong hell gonna make maybe used tell like play lose chasin pain excuse love shit break back put misery tell okay tell okay waitin damn day waitin damn day call mornin tell last night went count stay tell okay tell okay waitin damn day waitin damn day call mornin tell last night went count stay,true know said want fuck pour anoth drink tell think know drunk talk right put cigarett face beauti pleas woman break back put miseri tell okay tell okay waitin damn day waitin damn day call mornin tell last night went count stay littl longer convinc tell thing everi time make truth fadin everybodi blind view amazin damn right littl convers figur intox carri motiv never wrong hell gonna make mayb use tell like play lose chasin pain excus love shit break back put miseri tell okay tell okay waitin damn day waitin damn day call mornin tell last night went count stay tell okay tell okay waitin damn day waitin damn day call mornin tell last night went count stay,true know said want fuck pour another drink tell think know drunk talk right put cigarette face beautiful please woman break back put misery tell okay tell okay waitin damn day waitin damn day call mornin tell last night went count stay little longer convince tell thing every time make truth fadin everybody blind view amazin damn right little conversation figure intoxication carry motivation never wrong hell gonna make maybe used tell like play lose chasin pain excuse love shit break back put misery tell okay tell okay waitin damn day waitin damn day call mornin tell last night went count stay tell okay tell okay waitin damn day waitin damn day call mornin tell last night went count stay
185,Whenever (feat. Conor Maynard),"Kris Kross Amsterdam, The Boy Next Door, Conor Maynard",97962201,3DGar7krWlmrXRFHBcQF6z,baby together come ya need get ticket make fly make need loving yet little bit sober say goodbye regret little bit older whenever wherever meant together near deal dear never wonder always play ear deal dear deal dear deal dear mama mad never cared babe regret pretty sorry never met girl work even million miles get going meet every night every dream find love makes smile whenever wherever meant together near deal dear never wonder always play ear deal dear deal dear deal dear leave fantasy leave til die girl remedy go survive anymore whenever wherever meant together near deal dear never wonder always play ear deal dear deal dear always play ear deal dear,babi togeth come ya need get ticket make fli make need love yet littl bit sober say goodby regret littl bit older whenev wherev meant togeth near deal dear never wonder alway play ear deal dear deal dear deal dear mama mad never care babe regret pretti sorri never met girl work even million mile get go meet everi night everi dream find love make smile whenev wherev meant togeth near deal dear never wonder alway play ear deal dear deal dear deal dear leav fantasi leav til die girl remedi go surviv anymor whenev wherev meant togeth near deal dear never wonder alway play ear deal dear deal dear alway play ear deal dear,baby together come ya need get ticket make fly make need loving yet little bit sober say goodbye regret little bit older whenever wherever meant together near deal dear never wonder always play ear deal dear deal dear deal dear mama mad never cared babe regret pretty sorry never met girl work even million mile get going meet every night every dream find love make smile whenever wherever meant together near deal dear never wonder always play ear deal dear deal dear deal dear leave fantasy leave til die girl remedy go survive anymore whenever wherever meant together near deal dear never wonder always play ear deal dear deal dear always play ear deal dear
186,Somebody,"The Chainsmokers, Drew Love",97856504,3pWcj8hxj3fsb9TDAcMpEl,town full fancy cars crowded bars supermodels looks exactly way inside head dreamed things could live without need em cause around thing afford lose tryna please somebody somebody known better listen heart people change weather know know like really like anybody tell like anybody else put back together let fall apart people change weather town full fancy cars crowded bars supermodels looks exactly way inside head dreamed things could live without need em cause around thing afford lose tryna please somebody somebody somebody somebody know know like somebody head knew better head knew better blame faults know forget know know like really like anybody tell like anybody town full fancy cars crowded bars supermodels looks exactly way inside head dreamed things could live without need em cause around thing afford lose tryna please somebody somebody somebody somebody somebody somebody know know like somebody somebody somebody somebody know know like cause really like anybody tell like anybody cause really like anybody tell like anybody town full fancy cars crowded bars supermodels looks exactly way inside head dreamed things could live without need em cause around thing afford lose tryna please somebody somebody somebody somebody somebody somebody know know like somebody somebody somebody somebody know know like lose tryna please somebody lose tryna please somebody,town full fanci car crowd bar supermodel look exactli way insid head dream thing could live without need em caus around thing afford lose tryna pleas somebodi somebodi known better listen heart peopl chang weather know know like realli like anybodi tell like anybodi els put back togeth let fall apart peopl chang weather town full fanci car crowd bar supermodel look exactli way insid head dream thing could live without need em caus around thing afford lose tryna pleas somebodi somebodi somebodi somebodi know know like somebodi head knew better head knew better blame fault know forget know know like realli like anybodi tell like anybodi town full fanci car crowd bar supermodel look exactli way insid head dream thing could live without need em caus around thing afford lose tryna pleas somebodi somebodi somebodi somebodi somebodi somebodi know know like somebodi somebodi somebodi somebodi know know like caus realli like anybodi tell like anybodi caus realli like anybodi tell like anybodi town full fanci car crowd bar supermodel look exactli way insid head dream thing could live without need em caus around thing afford lose tryna pleas somebodi somebodi somebodi somebodi somebodi somebodi know know like somebodi somebodi somebodi somebodi know know like lose tryna pleas somebodi lose tryna pleas somebodi,town full fancy car crowded bar supermodel look exactly way inside head dreamed thing could live without need em cause around thing afford lose tryna please somebody somebody known better listen heart people change weather know know like really like anybody tell like anybody else put back together let fall apart people change weather town full fancy car crowded bar supermodel look exactly way inside head dreamed thing could live without need em cause around thing afford lose tryna please somebody somebody somebody somebody know know like somebody head knew better head knew better blame fault know forget know know like really like anybody tell like anybody town full fancy car crowded bar supermodel look exactly way inside head dreamed thing could live without need em cause around thing afford lose tryna please somebody somebody somebody somebody somebody somebody know know like somebody somebody somebody somebody know know like cause really like anybody tell like anybody cause really like anybody tell like anybody town full fancy car crowded bar supermodel look exactly way inside head dreamed thing could live without need em cause around thing afford lose tryna please somebody somebody somebody somebody somebody somebody know know like somebody somebody somebody somebody know know like lose tryna please somebody lose tryna please somebody
187,BUTTERFLY EFFECT,Travis Scott,96539269,1yxgsra98r3qAtxqiGZPiX,commas murda beat nice ooh hmm life cannot change change hidden hills deep main main sweet like candy cane cane cane drop top pop let bang top pop pop life cannot change change hidden hills deep main hills main sweet like candy cane cane cane drop top pop let bang top pop pop drop top play hide seek yeah jump inside jump straight league league take sip feel lit freeway nothin free straight bend laws bend lanes skrrt skrrt bustin bills still nothin change skrrt skrrt mob soon rock chain mob caught waves thumbin braids alright heatin baby heatin lit need love need must yeah feelin stuck know keep yeah yeah icy love icy like hockey puck alright life cannot change change hidden hills deep main main sweet like candy cane cane cane drop top pop let bang top pop pop life cannot change hidden hills deep main yeah yeah sweet like candy cane cane drop top pop let bang ones chains piled mantle yeah dawgs dawgs low creep right behind phantom lit yeah never go never go dip set stayed santana yeah run back turn lights hit green lantern lit alright yeah fly broads fly dawgs atlanta yeah cut medusa lay low yeah might yeah roll help calm movin high speed yeah send one need text back cause know need straight oh please oh please oh oh oh oh movin movin time alright flexin flexin try exercise exercise exercise exercise exercise exercise exercise exercise exercise yeah yeah life cannot change change change hidden hills deep main main main sweet like candy cane cane cane drop top pop let bang top pop pop life cannot change hidden hills deep main sweet like candy cane cane drop top pop let bang bang yeah,comma murda beat nice ooh hmm life cannot chang chang hidden hill deep main main sweet like candi cane cane cane drop top pop let bang top pop pop life cannot chang chang hidden hill deep main hill main sweet like candi cane cane cane drop top pop let bang top pop pop drop top play hide seek yeah jump insid jump straight leagu leagu take sip feel lit freeway nothin free straight bend law bend lane skrrt skrrt bustin bill still nothin chang skrrt skrrt mob soon rock chain mob caught wave thumbin braid alright heatin babi heatin lit need love need must yeah feelin stuck know keep yeah yeah ici love ici like hockey puck alright life cannot chang chang hidden hill deep main main sweet like candi cane cane cane drop top pop let bang top pop pop life cannot chang hidden hill deep main yeah yeah sweet like candi cane cane drop top pop let bang one chain pile mantl yeah dawg dawg low creep right behind phantom lit yeah never go never go dip set stay santana yeah run back turn light hit green lantern lit alright yeah fli broad fli dawg atlanta yeah cut medusa lay low yeah might yeah roll help calm movin high speed yeah send one need text back caus know need straight oh pleas oh pleas oh oh oh oh movin movin time alright flexin flexin tri exercis exercis exercis exercis exercis exercis exercis exercis exercis yeah yeah life cannot chang chang chang hidden hill deep main main main sweet like candi cane cane cane drop top pop let bang top pop pop life cannot chang hidden hill deep main sweet like candi cane cane drop top pop let bang bang yeah,comma murda beat nice ooh hmm life cannot change change hidden hill deep main main sweet like candy cane cane cane drop top pop let bang top pop pop life cannot change change hidden hill deep main hill main sweet like candy cane cane cane drop top pop let bang top pop pop drop top play hide seek yeah jump inside jump straight league league take sip feel lit freeway nothin free straight bend law bend lane skrrt skrrt bustin bill still nothin change skrrt skrrt mob soon rock chain mob caught wave thumbin braid alright heatin baby heatin lit need love need must yeah feelin stuck know keep yeah yeah icy love icy like hockey puck alright life cannot change change hidden hill deep main main sweet like candy cane cane cane drop top pop let bang top pop pop life cannot change hidden hill deep main yeah yeah sweet like candy cane cane drop top pop let bang one chain piled mantle yeah dawgs dawgs low creep right behind phantom lit yeah never go never go dip set stayed santana yeah run back turn light hit green lantern lit alright yeah fly broad fly dawgs atlanta yeah cut medusa lay low yeah might yeah roll help calm movin high speed yeah send one need text back cause know need straight oh please oh please oh oh oh oh movin movin time alright flexin flexin try exercise exercise exercise exercise exercise exercise exercise exercise exercise yeah yeah life cannot change change change hidden hill deep main main main sweet like candy cane cane cane drop top pop let bang top pop pop life cannot change hidden hill deep main sweet like candy cane cane drop top pop let bang bang yeah
188,Stargazing,"Kygo, Justin Jesso",96408401,0Zbbxnx4SGGHoIow4PpISP,saying hopeless hope less heaven help us well maybe might say beyond us beyond us let see decide meteoric even burns half long twice bright beyond us beyond us let see decide still stargazing still look look look love still stargazing still look look look love give fall give love give fall give love give fall give love give fall give love trying save us wanna save us blame human nature say unkind let make minds got whole lives let see decide decide still stargazing still look look look love stars disappear keep blazing even night still stargazing still look look look love stars disappear keep blazing even night find light give fall give love find light give ooh fall give love give fall give love give fall give love find light give fall give love find light give ooh fall give love,say hopeless hope less heaven help us well mayb might say beyond us beyond us let see decid meteor even burn half long twice bright beyond us beyond us let see decid still stargaz still look look look love still stargaz still look look look love give fall give love give fall give love give fall give love give fall give love tri save us wanna save us blame human natur say unkind let make mind got whole live let see decid decid still stargaz still look look look love star disappear keep blaze even night still stargaz still look look look love star disappear keep blaze even night find light give fall give love find light give ooh fall give love give fall give love give fall give love find light give fall give love find light give ooh fall give love,saying hopeless hope le heaven help u well maybe might say beyond u beyond u let see decide meteoric even burn half long twice bright beyond u beyond u let see decide still stargazing still look look look love still stargazing still look look look love give fall give love give fall give love give fall give love give fall give love trying save u wanna save u blame human nature say unkind let make mind got whole life let see decide decide still stargazing still look look look love star disappear keep blazing even night still stargazing still look look look love star disappear keep blazing even night find light give fall give love find light give ooh fall give love give fall give love give fall give love find light give fall give love find light give ooh fall give love
