,track_name,artist,streams,uid,cleaned_lyrics,stemmed_lyrics,lemmatized_lyrics
157,GREECE (feat. Drake),"DJ Khaled, Drake",173079935,35RJhm1pEovTBwnNR0zWad,best music another one dj khaled come leave things yeah stop gucci stop louis yeah come fly greece full speed survoler paris yeah come leave things yeah stop gucci stop louis yeah come fly greece full speed survoler paris speedboats baby nikki beach waves ears smokin weed oui oui whippin sand jeep oui oui beats baby life sweet baby iced baby go get ready go baby long time lookin bounce yeah oz bounce yeah come leave things yeah stop gucci stop louis yeah come fly greece full speed survoler paris come leave things yeah stop gucci stop louis yeah come fly greece full speed je suis ton genie rolls royce baby hidden hills bags full hundred dollar bills oui oui joggin past wife get chills oui oui kept real life sweet baby wag get anything need baby yeah worked everything see baby ooh wee baby ooh come leave things yeah stop gucci stop louis yeah come fly greece full speed survoler paris come leave things yeah stop gucci stop louis yeah come fly greece full speed survoler paris might go never fallin makin problems silent makin problems problem bein rich fault decide think shit reside quiet hard miss flyin gone caicos stay room stay room tryna play right tryna treat nice funny stop see outside problem went found one gonna get bag help get attached see outside see southside could tell sick inside cause wanna love wanna leave wanna love wanna leave,best music anoth one dj khale come leav thing yeah stop gucci stop loui yeah come fli greec full speed survol pari yeah come leav thing yeah stop gucci stop loui yeah come fli greec full speed survol pari speedboat babi nikki beach wave ear smokin weed oui oui whippin sand jeep oui oui beat babi life sweet babi ice babi go get readi go babi long time lookin bounc yeah oz bounc yeah come leav thing yeah stop gucci stop loui yeah come fli greec full speed survol pari come leav thing yeah stop gucci stop loui yeah come fli greec full speed je sui ton geni roll royc babi hidden hill bag full hundr dollar bill oui oui joggin past wife get chill oui oui kept real life sweet babi wag get anyth need babi yeah work everyth see babi ooh wee babi ooh come leav thing yeah stop gucci stop loui yeah come fli greec full speed survol pari come leav thing yeah stop gucci stop loui yeah come fli greec full speed survol pari might go never fallin makin problem silent makin problem problem bein rich fault decid think shit resid quiet hard miss flyin gone caico stay room stay room tryna play right tryna treat nice funni stop see outsid problem went found one gonna get bag help get attach see outsid see southsid could tell sick insid caus wanna love wanna leav wanna love wanna leav,best music another one dj khaled come leave thing yeah stop gucci stop louis yeah come fly greece full speed survoler paris yeah come leave thing yeah stop gucci stop louis yeah come fly greece full speed survoler paris speedboat baby nikki beach wave ear smokin weed oui oui whippin sand jeep oui oui beat baby life sweet baby iced baby go get ready go baby long time lookin bounce yeah oz bounce yeah come leave thing yeah stop gucci stop louis yeah come fly greece full speed survoler paris come leave thing yeah stop gucci stop louis yeah come fly greece full speed je suis ton genie roll royce baby hidden hill bag full hundred dollar bill oui oui joggin past wife get chill oui oui kept real life sweet baby wag get anything need baby yeah worked everything see baby ooh wee baby ooh come leave thing yeah stop gucci stop louis yeah come fly greece full speed survoler paris come leave thing yeah stop gucci stop louis yeah come fly greece full speed survoler paris might go never fallin makin problem silent makin problem problem bein rich fault decide think shit reside quiet hard miss flyin gone caicos stay room stay room tryna play right tryna treat nice funny stop see outside problem went found one gonna get bag help get attached see outside see southside could tell sick inside cause wanna love wanna leave wanna love wanna leave
158,Suicidal,YNW Melly,172023592,1iSqfoUFnQwV0QW1EfUit8,suicidal love suicidal lately feeling suicidal love suicidal thought meant took heart made bleed gave ecstasy know death keep left lipstick hennessy felt like took soul gave ecstasy thought meant love suicidal love suicidal love suicidal love suicidal sippin hennessy ooh sippin hennessy ooh want lose conscience drinkin hennessy baby took control got many enemies knew wanted fuck cause could tell check back bag yeah bad yeah bad yeah said fuck ran bag yeah bag bag even put line oh sorry end us crazy cause heart dangerous felt like took soul like devil got hold everybody wishin bad everybody wishin bad taught lesson learn sorry cause let bridges burn said loved wish never swear god swear god stupid bitch thought meant took heart made bleed gave ecstasy know death left lipstick hennessy felt like took soul way gave ecstasy thought meant know death thought eternity fucked physically mentally believe sippin hennessy ooh sippin hennessy ooh sippin hennessy ooh sippin hennessy ooh love suicidal love suicidal love suicidal love suicidal taught lesson learn sorry cause let bridges burn said loved wish never swear god swear god stupid bitch,suicid love suicid late feel suicid love suicid thought meant took heart made bleed gave ecstasi know death keep left lipstick hennessi felt like took soul gave ecstasi thought meant love suicid love suicid love suicid love suicid sippin hennessi ooh sippin hennessi ooh want lose conscienc drinkin hennessi babi took control got mani enemi knew want fuck caus could tell check back bag yeah bad yeah bad yeah said fuck ran bag yeah bag bag even put line oh sorri end us crazi caus heart danger felt like took soul like devil got hold everybodi wishin bad everybodi wishin bad taught lesson learn sorri caus let bridg burn said love wish never swear god swear god stupid bitch thought meant took heart made bleed gave ecstasi know death left lipstick hennessi felt like took soul way gave ecstasi thought meant know death thought etern fuck physic mental believ sippin hennessi ooh sippin hennessi ooh sippin hennessi ooh sippin hennessi ooh love suicid love suicid love suicid love suicid taught lesson learn sorri caus let bridg burn said love wish never swear god swear god stupid bitch,suicidal love suicidal lately feeling suicidal love suicidal thought meant took heart made bleed gave ecstasy know death keep left lipstick hennessy felt like took soul gave ecstasy thought meant love suicidal love suicidal love suicidal love suicidal sippin hennessy ooh sippin hennessy ooh want lose conscience drinkin hennessy baby took control got many enemy knew wanted fuck cause could tell check back bag yeah bad yeah bad yeah said fuck ran bag yeah bag bag even put line oh sorry end u crazy cause heart dangerous felt like took soul like devil got hold everybody wishin bad everybody wishin bad taught lesson learn sorry cause let bridge burn said loved wish never swear god swear god stupid bitch thought meant took heart made bleed gave ecstasy know death left lipstick hennessy felt like took soul way gave ecstasy thought meant know death thought eternity fucked physically mentally believe sippin hennessy ooh sippin hennessy ooh sippin hennessy ooh sippin hennessy ooh love suicidal love suicidal love suicidal love suicidal taught lesson learn sorry cause let bridge burn said loved wish never swear god swear god stupid bitch
159,The Less I Know The Better,Tame Impala,171939997,6K4t31amVTZDgR3sKmwUJJ,someone said left together ran door get holding hands trevor greatest feeling ever said pull together try luck heather heard slept together oh less know better less know better oh love see side surprise shoulder like every night oh love see mind suppose could convince lover change mind goodbye said never wait ten years together said better late never make wait forever make wait forever make wait forever oh love see side suppose could convince lover change mind fine without ya till saw face erase giving bullshit want fine without ya till saw eyes turn away mine oh sweet darling wants said come superman say stupid line said come superman say stupid line said come superman say stupid line,someon said left togeth ran door get hold hand trevor greatest feel ever said pull togeth tri luck heather heard slept togeth oh less know better less know better oh love see side surpris shoulder like everi night oh love see mind suppos could convinc lover chang mind goodby said never wait ten year togeth said better late never make wait forev make wait forev make wait forev oh love see side suppos could convinc lover chang mind fine without ya till saw face eras give bullshit want fine without ya till saw eye turn away mine oh sweet darl want said come superman say stupid line said come superman say stupid line said come superman say stupid line,someone said left together ran door get holding hand trevor greatest feeling ever said pull together try luck heather heard slept together oh le know better le know better oh love see side surprise shoulder like every night oh love see mind suppose could convince lover change mind goodbye said never wait ten year together said better late never make wait forever make wait forever make wait forever oh love see side suppose could convince lover change mind fine without ya till saw face erase giving bullshit want fine without ya till saw eye turn away mine oh sweet darling want said come superman say stupid line said come superman say stupid line said come superman say stupid line
160,What A Man Gotta Do,Jonas Brothers,171914353,4wNIkl5XGiAACjFBlDWuSd,cut heart one two times need question reason move earth lose fight see smile cause got flaws flaws tryin part time lover sign full time man gotta man gotta totally locked man gotta say man gotta pray last goodnight first good day man gotta man gotta totally locked man gotta man gotta prove totally locked trying wasting time stupid people cheap lines sure sure give million dollars grab collar knock doors doors tryin part time lover sign full time woo man gotta man gotta totally locked man gotta say man gotta pray last goodnight first good day man gotta man gotta totally locked man gotta man gotta prove totally locked ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh tell man gotta man gotta man gotta man gotta man gotta yeah totally locked totally locked man gotta say man gotta say man gotta pray man gotta pray last goodnight first good day ayy man gotta man gotta man gotta woah totally locked totally locked man gotta hey baby man gotta prove man gotta prove totally locked totally locked,cut heart one two time need question reason move earth lose fight see smile caus got flaw flaw tryin part time lover sign full time man gotta man gotta total lock man gotta say man gotta pray last goodnight first good day man gotta man gotta total lock man gotta man gotta prove total lock tri wast time stupid peopl cheap line sure sure give million dollar grab collar knock door door tryin part time lover sign full time woo man gotta man gotta total lock man gotta say man gotta pray last goodnight first good day man gotta man gotta total lock man gotta man gotta prove total lock ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh tell man gotta man gotta man gotta man gotta man gotta yeah total lock total lock man gotta say man gotta say man gotta pray man gotta pray last goodnight first good day ayi man gotta man gotta man gotta woah total lock total lock man gotta hey babi man gotta prove man gotta prove total lock total lock,cut heart one two time need question reason move earth lose fight see smile cause got flaw flaw tryin part time lover sign full time man gotta man gotta totally locked man gotta say man gotta pray last goodnight first good day man gotta man gotta totally locked man gotta man gotta prove totally locked trying wasting time stupid people cheap line sure sure give million dollar grab collar knock door door tryin part time lover sign full time woo man gotta man gotta totally locked man gotta say man gotta pray last goodnight first good day man gotta man gotta totally locked man gotta man gotta prove totally locked ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh tell man gotta man gotta man gotta man gotta man gotta yeah totally locked totally locked man gotta say man gotta say man gotta pray man gotta pray last goodnight first good day ayy man gotta man gotta man gotta woah totally locked totally locked man gotta hey baby man gotta prove man gotta prove totally locked totally locked
167,Therefore I Am,Billie Eilish,165185579,54bFM56PmE4YLRnqpW6Tha,friend anything damn think man think therefore friend anything damn think man think therefore stop hell talking ha get pretty name mouth without talk bout like might know feel top world world real world ideal go fun really care less give em best know friend anything damn think man think therefore friend anything damn think man think therefore want press put name next mine different lines wanna nice enough call bluff cause hate find articles articles articles rather remain unremarkable got lotta interviews interviews interviews say name act confused fun really care less give em best know friend anything damn think man think therefore friend anything damn think man think therefore sorry think caught name sorry think caught name friend friend anything damn think man wanna try think therefore friend friend anything damn wanna think man man think therefore therefore,friend anyth damn think man think therefor friend anyth damn think man think therefor stop hell talk ha get pretti name mouth without talk bout like might know feel top world world real world ideal go fun realli care less give em best know friend anyth damn think man think therefor friend anyth damn think man think therefor want press put name next mine differ line wanna nice enough call bluff caus hate find articl articl articl rather remain unremark got lotta interview interview interview say name act confus fun realli care less give em best know friend anyth damn think man think therefor friend anyth damn think man think therefor sorri think caught name sorri think caught name friend friend anyth damn think man wanna tri think therefor friend friend anyth damn wanna think man man think therefor therefor,friend anything damn think man think therefore friend anything damn think man think therefore stop hell talking ha get pretty name mouth without talk bout like might know feel top world world real world ideal go fun really care le give em best know friend anything damn think man think therefore friend anything damn think man think therefore want press put name next mine different line wanna nice enough call bluff cause hate find article article article rather remain unremarkable got lotta interview interview interview say name act confused fun really care le give em best know friend anything damn think man think therefore friend anything damn think man think therefore sorry think caught name sorry think caught name friend friend anything damn think man wanna try think therefore friend friend anything damn wanna think man man think therefore therefore
168,Wow.,Post Malone,164735797,7xQAfvXzm3AkraOtGPWIZg,said tired little money need big boy pull inch blades like lil troy everybody flockin need decoy shawty mixing vodka lacroix yeah wagen wagen wagen wagen housewives pullin got lot toys bumpin fall boy talkin shit beginning mm mm back feelin forgivin forgivin know piss see winnin see winnin see igloo mouth grinnin grinnin yeah hunnid bands pocket hunnid deep roll like army get bottles bottles lonely moment show got em sayin wow wow wow hunnid bands pocket yeah grandmama probably know know get bottles bottles lonely moment show got em sayin wow wow wow everywhere go hey catch block like mutombo wow lambo utah snow skrrt trunk front like shit dumbo yeah cut roof like nip tuck pull house big butts turn kitchen counter strip club yeah wow dre came got guap appeared wow dropped stoney none really cared cared always say congratulations kid kid pourin shit yeah used lot got yup made another hit cause got bored yup always goin never punt fourth last call hail mary prescott touchdown ayy hunnid bands pocket hunnid deep roll like army hey get bottles bottles lonely moment show got em sayin wow wow wow hunnid bands pocket yeah yeah yeah grandmama probably know yeah yeah get bottles bottles lonely moment show got em sayin wow got em sayin wow ayy ayy wow sayin wow wow wow,said tire littl money need big boy pull inch blade like lil troy everybodi flockin need decoy shawti mix vodka lacroix yeah wagen wagen wagen wagen housew pullin got lot toy bumpin fall boy talkin shit begin mm mm back feelin forgivin forgivin know piss see winnin see winnin see igloo mouth grinnin grinnin yeah hunnid band pocket hunnid deep roll like armi get bottl bottl lone moment show got em sayin wow wow wow hunnid band pocket yeah grandmama probabl know know get bottl bottl lone moment show got em sayin wow wow wow everywher go hey catch block like mutombo wow lambo utah snow skrrt trunk front like shit dumbo yeah cut roof like nip tuck pull hous big butt turn kitchen counter strip club yeah wow dre came got guap appear wow drop stoney none realli care care alway say congratul kid kid pourin shit yeah use lot got yup made anoth hit caus got bore yup alway goin never punt fourth last call hail mari prescott touchdown ayi hunnid band pocket hunnid deep roll like armi hey get bottl bottl lone moment show got em sayin wow wow wow hunnid band pocket yeah yeah yeah grandmama probabl know yeah yeah get bottl bottl lone moment show got em sayin wow got em sayin wow ayi ayi wow sayin wow wow wow,said tired little money need big boy pull inch blade like lil troy everybody flockin need decoy shawty mixing vodka lacroix yeah wagen wagen wagen wagen housewife pullin got lot toy bumpin fall boy talkin shit beginning mm mm back feelin forgivin forgivin know piss see winnin see winnin see igloo mouth grinnin grinnin yeah hunnid band pocket hunnid deep roll like army get bottle bottle lonely moment show got em sayin wow wow wow hunnid band pocket yeah grandmama probably know know get bottle bottle lonely moment show got em sayin wow wow wow everywhere go hey catch block like mutombo wow lambo utah snow skrrt trunk front like shit dumbo yeah cut roof like nip tuck pull house big butt turn kitchen counter strip club yeah wow dre came got guap appeared wow dropped stoney none really cared cared always say congratulation kid kid pourin shit yeah used lot got yup made another hit cause got bored yup always goin never punt fourth last call hail mary prescott touchdown ayy hunnid band pocket hunnid deep roll like army hey get bottle bottle lonely moment show got em sayin wow wow wow hunnid band pocket yeah yeah yeah grandmama probably know yeah yeah get bottle bottle lonely moment show got em sayin wow got em sayin wow ayy ayy wow sayin wow wow wow
170,Toosie Slide,Drake,160007880,127QTOFJsJQp5LbJbu3A1y,black leather glove sequins buckles jacket alyx shit nike crossbody got piece got dance really street shit show get go right foot left foot slide left foot right foot slide basically sayin either way bout slide ayy let one slide ayy wanna dance could dance like michael jackson could give thug passion thriller trap baby wanna dance could dance like michael jackson could give satisfaction know every day show get go right foot left foot slide left foot right foot slide basically sayin either way bout slide ayy let one slide ayy bad two thousand shorties wanna tie knot ayy yeah two hundred shooters brother block woah yeah petal rose like love maybe know wrong stop woah yeah stop woah yeah never stop got many opps mistakin opps opps got many people love troubled spots family got either think either life got deep baby two three us creep stayin black leather glove sequins buckles jacket alyx shit nike crossbody got piece got dance really street shit show get go right foot left foot slide left foot right foot slide basically sayin either way bout slide ayy let one slide ayy bad toosie slide hit double time hit spin cause spun block couple times right time always another time even trippin see em summertime woah yeah describe pressure puttin yeah really afford lose nobody else yeah movin shaky shit woah movin shaky chubbs shit yeah solo niggas yolo real heard lot know real next time guarantee truth get revealed black leather gloves sequins yeah buckles jacket alyx shit nike crossbody got piece got dance really street shit show go right foot left foot slide left foot right foot slide basically sayin either way bout slide ayy let one slide ayy wanna dance could dance like michael jackson jackson could give thug passion passion thriller trap baby wanna dance could dance like michael jackson jackson could give satisfaction faction know every day show get go right foot left foot slide left foot right foot slide basically sayin either way bout slide bad,black leather glove sequin buckl jacket alyx shit nike crossbodi got piec got danc realli street shit show get go right foot left foot slide left foot right foot slide basic sayin either way bout slide ayi let one slide ayi wanna danc could danc like michael jackson could give thug passion thriller trap babi wanna danc could danc like michael jackson could give satisfact know everi day show get go right foot left foot slide left foot right foot slide basic sayin either way bout slide ayi let one slide ayi bad two thousand shorti wanna tie knot ayi yeah two hundr shooter brother block woah yeah petal rose like love mayb know wrong stop woah yeah stop woah yeah never stop got mani opp mistakin opp opp got mani peopl love troubl spot famili got either think either life got deep babi two three us creep stayin black leather glove sequin buckl jacket alyx shit nike crossbodi got piec got danc realli street shit show get go right foot left foot slide left foot right foot slide basic sayin either way bout slide ayi let one slide ayi bad toosi slide hit doubl time hit spin caus spun block coupl time right time alway anoth time even trippin see em summertim woah yeah describ pressur puttin yeah realli afford lose nobodi els yeah movin shaki shit woah movin shaki chubb shit yeah solo nigga yolo real heard lot know real next time guarante truth get reveal black leather glove sequin yeah buckl jacket alyx shit nike crossbodi got piec got danc realli street shit show go right foot left foot slide left foot right foot slide basic sayin either way bout slide ayi let one slide ayi wanna danc could danc like michael jackson jackson could give thug passion passion thriller trap babi wanna danc could danc like michael jackson jackson could give satisfact faction know everi day show get go right foot left foot slide left foot right foot slide basic sayin either way bout slide bad,black leather glove sequin buckle jacket alyx shit nike crossbody got piece got dance really street shit show get go right foot left foot slide left foot right foot slide basically sayin either way bout slide ayy let one slide ayy wanna dance could dance like michael jackson could give thug passion thriller trap baby wanna dance could dance like michael jackson could give satisfaction know every day show get go right foot left foot slide left foot right foot slide basically sayin either way bout slide ayy let one slide ayy bad two thousand shorties wanna tie knot ayy yeah two hundred shooter brother block woah yeah petal rose like love maybe know wrong stop woah yeah stop woah yeah never stop got many opps mistakin opps opps got many people love troubled spot family got either think either life got deep baby two three u creep stayin black leather glove sequin buckle jacket alyx shit nike crossbody got piece got dance really street shit show get go right foot left foot slide left foot right foot slide basically sayin either way bout slide ayy let one slide ayy bad toosie slide hit double time hit spin cause spun block couple time right time always another time even trippin see em summertime woah yeah describe pressure puttin yeah really afford lose nobody else yeah movin shaky shit woah movin shaky chubbs shit yeah solo nigga yolo real heard lot know real next time guarantee truth get revealed black leather glove sequin yeah buckle jacket alyx shit nike crossbody got piece got dance really street shit show go right foot left foot slide left foot right foot slide basically sayin either way bout slide ayy let one slide ayy wanna dance could dance like michael jackson jackson could give thug passion passion thriller trap baby wanna dance could dance like michael jackson jackson could give satisfaction faction know every day show get go right foot left foot slide left foot right foot slide basically sayin either way bout slide bad
173,Smile (with The Weeknd),"Juice WRLD, The Weeknd",159074214,6wQlQrTY5mVS8EGaFZVwVF,anything power see smile want prosper come proper even means side anything power see smile want prosper come proper even means side devil shoulder tellin die soon really want impact know maybe paranoid want best want left oh tell sad inside sad satisfy yeah pray get right time maybe alright oh tell sad inside sad satisfy yeah pray get right time maybe alright anything power see smile want prosper come proper even means side anything power see smile want prosper come proper even means side oh yeah wanna see smile smile cry cry yeah even though means gotta let go yeah dependent ya gotta learn alone lone cause desensitized skin touching yeah need drugs love yeah want much fuck spent every day right beside side side side hundred pics phone someone used know point playin fire fire fire fire wanna see phone gonna hurt anything power see smile oh yeah want prosper come proper even means side oh oh anything power power see smile want prosper come proper even means side,anyth power see smile want prosper come proper even mean side anyth power see smile want prosper come proper even mean side devil shoulder tellin die soon realli want impact know mayb paranoid want best want left oh tell sad insid sad satisfi yeah pray get right time mayb alright oh tell sad insid sad satisfi yeah pray get right time mayb alright anyth power see smile want prosper come proper even mean side anyth power see smile want prosper come proper even mean side oh yeah wanna see smile smile cri cri yeah even though mean gotta let go yeah depend ya gotta learn alon lone caus desensit skin touch yeah need drug love yeah want much fuck spent everi day right besid side side side hundr pic phone someon use know point playin fire fire fire fire wanna see phone gonna hurt anyth power see smile oh yeah want prosper come proper even mean side oh oh anyth power power see smile want prosper come proper even mean side,anything power see smile want prosper come proper even mean side anything power see smile want prosper come proper even mean side devil shoulder tellin die soon really want impact know maybe paranoid want best want left oh tell sad inside sad satisfy yeah pray get right time maybe alright oh tell sad inside sad satisfy yeah pray get right time maybe alright anything power see smile want prosper come proper even mean side anything power see smile want prosper come proper even mean side oh yeah wanna see smile smile cry cry yeah even though mean gotta let go yeah dependent ya gotta learn alone lone cause desensitized skin touching yeah need drug love yeah want much fuck spent every day right beside side side side hundred pic phone someone used know point playin fire fire fire fire wanna see phone gonna hurt anything power see smile oh yeah want prosper come proper even mean side oh oh anything power power see smile want prosper come proper even mean side
174,No Time To Die,Billie Eilish,159068575,73SpzrcaHk0RQPFP73vqVR,known leave alone goes show blood bleed blood owe pair saw much bear life life far away fair stupid love reckless help obvious everybody else fallen lie never side fool fool twice death paradise never see cry time die let burn longer concern mmm faces past return another lesson yet learn fallen lie never side fool fool twice death paradise never see cry time die time die mmm time die ooh fool fool twice death paradise never see cry time die,known leav alon goe show blood bleed blood owe pair saw much bear life life far away fair stupid love reckless help obviou everybodi els fallen lie never side fool fool twice death paradis never see cri time die let burn longer concern mmm face past return anoth lesson yet learn fallen lie never side fool fool twice death paradis never see cri time die time die mmm time die ooh fool fool twice death paradis never see cri time die,known leave alone go show blood bleed blood owe pair saw much bear life life far away fair stupid love reckless help obvious everybody else fallen lie never side fool fool twice death paradise never see cry time die let burn longer concern mmm face past return another lesson yet learn fallen lie never side fool fool twice death paradise never see cry time die time die mmm time die ooh fool fool twice death paradise never see cry time die
175,Skechers,DripReport,158571766,2alc8VZAzDgdAsL2QMk3hu,tried stop stop stop thinking know remember wear skechers light ones shawty bad skechers wanna hold hand make girl light light skechers light light world shawty bad skechers wanna hold hand make girl light light skechers light light world like skechers like gucci shoes buy purse show boobs like skechers like bring friends us pool bad lil bitch drip make drool brand new whip come sit coupe hm wanna make mine hop inside ride nina side promise fine wanna make mine hop inside ride nina side promise gon alright shawty bad skechers wanna hold hand make girl light light skechers light light world shawty bad skechers wanna hold hand make girl light light skechers light light world,tri stop stop stop think know rememb wear skecher light one shawti bad skecher wanna hold hand make girl light light skecher light light world shawti bad skecher wanna hold hand make girl light light skecher light light world like skecher like gucci shoe buy purs show boob like skecher like bring friend us pool bad lil bitch drip make drool brand new whip come sit coup hm wanna make mine hop insid ride nina side promis fine wanna make mine hop insid ride nina side promis gon alright shawti bad skecher wanna hold hand make girl light light skecher light light world shawti bad skecher wanna hold hand make girl light light skecher light light world,tried stop stop stop thinking know remember wear skechers light one shawty bad skechers wanna hold hand make girl light light skechers light light world shawty bad skechers wanna hold hand make girl light light skechers light light world like skechers like gucci shoe buy purse show boob like skechers like bring friend u pool bad lil bitch drip make drool brand new whip come sit coupe hm wanna make mine hop inside ride nina side promise fine wanna make mine hop inside ride nina side promise gon alright shawty bad skechers wanna hold hand make girl light light skechers light light world shawty bad skechers wanna hold hand make girl light light skechers light light world
177,Sweet but Psycho,Ava Max,158333011,25sgk305KZfyuqVBQIahim,oh sweet psycho little bit psycho night screamin mind oh hot psycho left right though night screamin mind make curse blessing rip shirt within second coming back back seconds plate help play alo ong let lead saying saying yes yes yes cause messin head oh sweet psycho little bit psycho night screamin mind oh hot psycho left right though night screamin mind grab cop gun kinda crazy poison tasty yeah people say run walk away cause sweet psycho little bit psycho night screamin mind see someone said drink potions kiss neck emotion mean know love tastes sweet sugarcoat play alo ong let lead saying saying yes yes yes cause messin head oh sweet psycho little bit psycho night screamin mind oh hot psycho left right though night screamin mind grab cop gun kinda crazy poison tasty yeah people say run walk away cause sweet psycho little bit psycho night screamin mind like mind know strange crazy kind tellin insane boy pretend love pain oh sweet psycho little bit psycho night screamin mind oh hot psycho left right though night screamin mind grab cop gun kinda crazy poison tasty yeah people say run walk away cause sweet psycho little bit psycho night screamin mind,oh sweet psycho littl bit psycho night screamin mind oh hot psycho left right though night screamin mind make curs bless rip shirt within second come back back second plate help play alo ong let lead say say ye ye ye caus messin head oh sweet psycho littl bit psycho night screamin mind oh hot psycho left right though night screamin mind grab cop gun kinda crazi poison tasti yeah peopl say run walk away caus sweet psycho littl bit psycho night screamin mind see someon said drink potion kiss neck emot mean know love tast sweet sugarcoat play alo ong let lead say say ye ye ye caus messin head oh sweet psycho littl bit psycho night screamin mind oh hot psycho left right though night screamin mind grab cop gun kinda crazi poison tasti yeah peopl say run walk away caus sweet psycho littl bit psycho night screamin mind like mind know strang crazi kind tellin insan boy pretend love pain oh sweet psycho littl bit psycho night screamin mind oh hot psycho left right though night screamin mind grab cop gun kinda crazi poison tasti yeah peopl say run walk away caus sweet psycho littl bit psycho night screamin mind,oh sweet psycho little bit psycho night screamin mind oh hot psycho left right though night screamin mind make curse blessing rip shirt within second coming back back second plate help play alo ong let lead saying saying yes yes yes cause messin head oh sweet psycho little bit psycho night screamin mind oh hot psycho left right though night screamin mind grab cop gun kinda crazy poison tasty yeah people say run walk away cause sweet psycho little bit psycho night screamin mind see someone said drink potion kiss neck emotion mean know love taste sweet sugarcoat play alo ong let lead saying saying yes yes yes cause messin head oh sweet psycho little bit psycho night screamin mind oh hot psycho left right though night screamin mind grab cop gun kinda crazy poison tasty yeah people say run walk away cause sweet psycho little bit psycho night screamin mind like mind know strange crazy kind tellin insane boy pretend love pain oh sweet psycho little bit psycho night screamin mind oh hot psycho left right though night screamin mind grab cop gun kinda crazy poison tasty yeah people say run walk away cause sweet psycho little bit psycho night screamin mind
178,Lose Somebody,"Kygo, OneRepublic",157966171,1sgDyuLooyvEML4oHspNza,classic mistake someone gives love throw away tell gone insane talkin know say cause let go holdin guess know got gone sometimes gotta lose somebody find really love someone oh yeah sometimes gotta lose somebody find really love someone oh yeah sometimes gotta lose somebody tell late hearts made bend baby please let break yeah knew stayed cause movin know say cause let go yeah let go holdin holdin guess know got gone sometimes gotta lose somebody find really love someone oh yeah sometimes gotta lose somebody somebody find really love someone oh yeah sometimes gotta lose somebody hey yeah hey yeah hey yeah sometimes gotta lose somebody yeah hey yeah hey yeah hey yeah sometimes gotta lose somebody yeah hey yeah hey yeah hey yeah sometimes gotta lose somebody yeah hey yeah hey yeah hey yeah sometimes gotta lose somebody yeah sometimes gotta lose somebody find really love someone oh yeah sometimes gotta lose somebody somebody find really love someone oh yeah sometimes gotta lose somebody hey yeah hey yeah hey yeah hey yeah hey yeah hey yeah hey yeah hey yeah hey yeah hey yeah hey yeah hey yeah ooh ooh gotta lose gotta lose somebody,classic mistak someon give love throw away tell gone insan talkin know say caus let go holdin guess know got gone sometim gotta lose somebodi find realli love someon oh yeah sometim gotta lose somebodi find realli love someon oh yeah sometim gotta lose somebodi tell late heart made bend babi pleas let break yeah knew stay caus movin know say caus let go yeah let go holdin holdin guess know got gone sometim gotta lose somebodi find realli love someon oh yeah sometim gotta lose somebodi somebodi find realli love someon oh yeah sometim gotta lose somebodi hey yeah hey yeah hey yeah sometim gotta lose somebodi yeah hey yeah hey yeah hey yeah sometim gotta lose somebodi yeah hey yeah hey yeah hey yeah sometim gotta lose somebodi yeah hey yeah hey yeah hey yeah sometim gotta lose somebodi yeah sometim gotta lose somebodi find realli love someon oh yeah sometim gotta lose somebodi somebodi find realli love someon oh yeah sometim gotta lose somebodi hey yeah hey yeah hey yeah hey yeah hey yeah hey yeah hey yeah hey yeah hey yeah hey yeah hey yeah hey yeah ooh ooh gotta lose gotta lose somebodi,classic mistake someone give love throw away tell gone insane talkin know say cause let go holdin guess know got gone sometimes gotta lose somebody find really love someone oh yeah sometimes gotta lose somebody find really love someone oh yeah sometimes gotta lose somebody tell late heart made bend baby please let break yeah knew stayed cause movin know say cause let go yeah let go holdin holdin guess know got gone sometimes gotta lose somebody find really love someone oh yeah sometimes gotta lose somebody somebody find really love someone oh yeah sometimes gotta lose somebody hey yeah hey yeah hey yeah sometimes gotta lose somebody yeah hey yeah hey yeah hey yeah sometimes gotta lose somebody yeah hey yeah hey yeah hey yeah sometimes gotta lose somebody yeah hey yeah hey yeah hey yeah sometimes gotta lose somebody yeah sometimes gotta lose somebody find really love someone oh yeah sometimes gotta lose somebody somebody find really love someone oh yeah sometimes gotta lose somebody hey yeah hey yeah hey yeah hey yeah hey yeah hey yeah hey yeah hey yeah hey yeah hey yeah hey yeah hey yeah ooh ooh gotta lose gotta lose somebody
