,track_name,artist,streams,uid,cleaned_lyrics,stemmed_lyrics,lemmatized_lyrics
160,Nothing Breaks Like a Heart (feat. Miley Cyrus),"Mark Ronson, Miley Cyrus",166799160,27rdGxbavYJeBphck5MZAF,world hurt cuts deep leaves scar things fall apart nothing breaks like heart nothing breaks like heart heard phone last night live die pretty lies know oh know silver bullet cigarettes burning house nothing left smoking know got night fall love like fall apart broken broken mmm well nothing nothing nothing gonna save us well broken silence thunder crashing dark crash dark broken record spin endless circles bar spin round bar world hurt cuts deep leaves scar things fall apart nothing breaks like heart mhmm nothing breaks like heart leave cold ice high dry desert wind blowin blowin remember said drunk love tennessee hold know mmm nothing nothing nothing gonna save us nothing nothing nothing gonna save us well broken silence thunder crashing dark crash dark broken record spin endless circles bar spin round bar world hurt cuts deep leaves scar things fall apart nothing breaks like heart mmm nothing breaks like heart nothing breaks like heart mmm nothing breaks like heart heart heart well nothing nothing nothing gonna save us heart heart nothing nothing nothing gonna save us well broken silence thunder crashing dark crash dark broken record spin endless circles bar spin round bar world hurt cuts deep leaves scar things fall apart nothing breaks like heart mmm nothing breaks like heart nothing breaks like heart mmm nothing breaks like heart,world hurt cut deep leav scar thing fall apart noth break like heart noth break like heart heard phone last night live die pretti lie know oh know silver bullet cigarett burn hous noth left smoke know got night fall love like fall apart broken broken mmm well noth noth noth gonna save us well broken silenc thunder crash dark crash dark broken record spin endless circl bar spin round bar world hurt cut deep leav scar thing fall apart noth break like heart mhmm noth break like heart leav cold ice high dri desert wind blowin blowin rememb said drunk love tennesse hold know mmm noth noth noth gonna save us noth noth noth gonna save us well broken silenc thunder crash dark crash dark broken record spin endless circl bar spin round bar world hurt cut deep leav scar thing fall apart noth break like heart mmm noth break like heart noth break like heart mmm noth break like heart heart heart well noth noth noth gonna save us heart heart noth noth noth gonna save us well broken silenc thunder crash dark crash dark broken record spin endless circl bar spin round bar world hurt cut deep leav scar thing fall apart noth break like heart mmm noth break like heart noth break like heart mmm noth break like heart,world hurt cut deep leaf scar thing fall apart nothing break like heart nothing break like heart heard phone last night live die pretty lie know oh know silver bullet cigarette burning house nothing left smoking know got night fall love like fall apart broken broken mmm well nothing nothing nothing gonna save u well broken silence thunder crashing dark crash dark broken record spin endless circle bar spin round bar world hurt cut deep leaf scar thing fall apart nothing break like heart mhmm nothing break like heart leave cold ice high dry desert wind blowin blowin remember said drunk love tennessee hold know mmm nothing nothing nothing gonna save u nothing nothing nothing gonna save u well broken silence thunder crashing dark crash dark broken record spin endless circle bar spin round bar world hurt cut deep leaf scar thing fall apart nothing break like heart mmm nothing break like heart nothing break like heart mmm nothing break like heart heart heart well nothing nothing nothing gonna save u heart heart nothing nothing nothing gonna save u well broken silence thunder crashing dark crash dark broken record spin endless circle bar spin round bar world hurt cut deep leaf scar thing fall apart nothing break like heart mmm nothing break like heart nothing break like heart mmm nothing break like heart
161,SOS (feat. Aloe Blacc),"Avicii, Aloe Blacc",165160207,6nDKrPlXdpomGBgAlO7UdP,hear help put mind rest two times clean actin low pound weed bag blow feel love pullin underground need drugs could part time lovers feel touch pickin underground need drugs could part time lovers could part time lovers could part time lovers get robbed sleep thoughts begin bleed let go know yeah know need feel love pullin underground need drugs could part time lovers feel touch pickin underground need drugs could part time lovers feel touch pickin underground need drugs could part time lovers could could part time lovers part time lovers yeah lovers could part time lovers hear help put mind rest,hear help put mind rest two time clean actin low pound weed bag blow feel love pullin underground need drug could part time lover feel touch pickin underground need drug could part time lover could part time lover could part time lover get rob sleep thought begin bleed let go know yeah know need feel love pullin underground need drug could part time lover feel touch pickin underground need drug could part time lover feel touch pickin underground need drug could part time lover could could part time lover part time lover yeah lover could part time lover hear help put mind rest,hear help put mind rest two time clean actin low pound weed bag blow feel love pullin underground need drug could part time lover feel touch pickin underground need drug could part time lover could part time lover could part time lover get robbed sleep thought begin bleed let go know yeah know need feel love pullin underground need drug could part time lover feel touch pickin underground need drug could part time lover feel touch pickin underground need drug could part time lover could could part time lover part time lover yeah lover could part time lover hear help put mind rest
162,Panini,Lil Nas X,164369185,1000nHvUdawXuUHgBod4Wv,daytrip took ten hey ayy panini meanie thought wanted go tryna keep teeny dream wished genie got fans finally wanting see thought want life life said wanted see thrive lied say want say want ayy panini meanie thought wanted go tryna keep teeny need number one streaming oh yeah used love happened meaning thought want life life said wanted see thrive lied done get upper hand need big benz another fan still want fan need sit mean make demands need say want say want daytrip took ten hey,daytrip took ten hey ayi panini meani thought want go tryna keep teeni dream wish geni got fan final want see thought want life life said want see thrive lie say want say want ayi panini meani thought want go tryna keep teeni need number one stream oh yeah use love happen mean thought want life life said want see thrive lie done get upper hand need big benz anoth fan still want fan need sit mean make demand need say want say want daytrip took ten hey,daytrip took ten hey ayy panini meanie thought wanted go tryna keep teeny dream wished genie got fan finally wanting see thought want life life said wanted see thrive lied say want say want ayy panini meanie thought wanted go tryna keep teeny need number one streaming oh yeah used love happened meaning thought want life life said wanted see thrive lied done get upper hand need big benz another fan still want fan need sit mean make demand need say want say want daytrip took ten hey
163,Takeaway,"The Chainsmokers, ILLENIUM, Lennon Stella",162796349,6wo37KVqFJhtuxPTpLCcfe,heart takeaway yeah yeah yeah yeah heart takeaway yeah yeah yeah yeah heart takeaway yeah yeah yeah yeah heart takeaway yeah yeah yeah yeah hey hey hey think going late late late wrong said stay give reason want get three weeks caught better love na na na gonna leave na na na someone leave behind break heart break mine love na na na gonna leave na na na even stay still want heart heart takeaway yeah yeah yeah yeah heart takeaway yeah yeah yeah yeah heart takeaway yeah yeah yeah yeah heart takeaway yeah yeah yeah yeah heart takeaway heart takeaway yeah yeah yeah yeah heart takeaway yeah yeah yeah yeah fate fate fate came us get asking caught better love na na na gonna leave na na na someone leave behind break heart break mine love na na na gonna leave na na na even stay still want heart heart takeaway yeah yeah yeah yeah heart takeaway yeah yeah yeah yeah heart takeaway yeah yeah yeah yeah heart takeaway yeah yeah yeah yeah heart takeaway heart takeaway yeah yeah yeah yeah heart takeaway yeah yeah yeah yeah love na na na gonna leave na na na someone leave behind break heart break mine love na na na gonna leave na na na even stay still want heart,heart takeaway yeah yeah yeah yeah heart takeaway yeah yeah yeah yeah heart takeaway yeah yeah yeah yeah heart takeaway yeah yeah yeah yeah hey hey hey think go late late late wrong said stay give reason want get three week caught better love na na na gonna leav na na na someon leav behind break heart break mine love na na na gonna leav na na na even stay still want heart heart takeaway yeah yeah yeah yeah heart takeaway yeah yeah yeah yeah heart takeaway yeah yeah yeah yeah heart takeaway yeah yeah yeah yeah heart takeaway heart takeaway yeah yeah yeah yeah heart takeaway yeah yeah yeah yeah fate fate fate came us get ask caught better love na na na gonna leav na na na someon leav behind break heart break mine love na na na gonna leav na na na even stay still want heart heart takeaway yeah yeah yeah yeah heart takeaway yeah yeah yeah yeah heart takeaway yeah yeah yeah yeah heart takeaway yeah yeah yeah yeah heart takeaway heart takeaway yeah yeah yeah yeah heart takeaway yeah yeah yeah yeah love na na na gonna leav na na na someon leav behind break heart break mine love na na na gonna leav na na na even stay still want heart,heart takeaway yeah yeah yeah yeah heart takeaway yeah yeah yeah yeah heart takeaway yeah yeah yeah yeah heart takeaway yeah yeah yeah yeah hey hey hey think going late late late wrong said stay give reason want get three week caught better love na na na gonna leave na na na someone leave behind break heart break mine love na na na gonna leave na na na even stay still want heart heart takeaway yeah yeah yeah yeah heart takeaway yeah yeah yeah yeah heart takeaway yeah yeah yeah yeah heart takeaway yeah yeah yeah yeah heart takeaway heart takeaway yeah yeah yeah yeah heart takeaway yeah yeah yeah yeah fate fate fate came u get asking caught better love na na na gonna leave na na na someone leave behind break heart break mine love na na na gonna leave na na na even stay still want heart heart takeaway yeah yeah yeah yeah heart takeaway yeah yeah yeah yeah heart takeaway yeah yeah yeah yeah heart takeaway yeah yeah yeah yeah heart takeaway heart takeaway yeah yeah yeah yeah heart takeaway yeah yeah yeah yeah love na na na gonna leave na na na someone leave behind break heart break mine love na na na gonna leave na na na even stay still want heart
164,On My Way,"Alan Walker, Sabrina Carpenter, Farruko",162736371,4n7jnSxVLd8QioibtTDBDq,sorry wanna talk need moment go nothing personal draw blinds need see cry cause even understand understand finished bout business ready save world taking misery make bitch everyone favorite girl take aim fire away never wide awake nobody keep safe way blood moon rise fire burning eyes nobody keep safe way blep yah yah farru yah yah yah yah lo siento mucho farru pero voy eh porque tu lado di cuenta que nada soy eh ey canse de luchar de guerrear en vano de estar en la linea de fuego de meter la mano acepto mis errores tambien soy humano tu vez que lo hago porque te amo pu pu pu pum pero ya ya tengo mas na que hacer aqui aqui voy llego la hora partir partir de mi propio camino seguire lejos de ti take aim fire away never wide awake nobody keep safe way blood moon rise rise na na fire burning eyes fire burning eyes nobody keep safe way blep way everybody everybody keep safe everybody everybody keep safe everybody everybody keep safe everybody everybody keep safe everybody everybody way take aim fire away never wide awake nobody keep safe way blood moon rise fire burning eyes nobody keep safe way,sorri wanna talk need moment go noth person draw blind need see cri caus even understand understand finish bout busi readi save world take miseri make bitch everyon favorit girl take aim fire away never wide awak nobodi keep safe way blood moon rise fire burn eye nobodi keep safe way blep yah yah farru yah yah yah yah lo siento mucho farru pero voy eh porqu tu lado di cuenta que nada soy eh ey cans de luchar de guerrear en vano de estar en la linea de fuego de meter la mano acepto mi error tambien soy humano tu vez que lo hago porqu te amo pu pu pu pum pero ya ya tengo ma na que hacer aqui aqui voy llego la hora partir partir de mi propio camino seguir lejo de ti take aim fire away never wide awak nobodi keep safe way blood moon rise rise na na fire burn eye fire burn eye nobodi keep safe way blep way everybodi everybodi keep safe everybodi everybodi keep safe everybodi everybodi keep safe everybodi everybodi keep safe everybodi everybodi way take aim fire away never wide awak nobodi keep safe way blood moon rise fire burn eye nobodi keep safe way,sorry wanna talk need moment go nothing personal draw blind need see cry cause even understand understand finished bout business ready save world taking misery make bitch everyone favorite girl take aim fire away never wide awake nobody keep safe way blood moon rise fire burning eye nobody keep safe way blep yah yah farru yah yah yah yah lo siento mucho farru pero voy eh porque tu lado di cuenta que nada soy eh ey canse de luchar de guerrear en vano de estar en la linea de fuego de meter la mano acepto mi errores tambien soy humano tu vez que lo hago porque te amo pu pu pu pum pero ya ya tengo ma na que hacer aqui aqui voy llego la hora partir partir de mi propio camino seguire lejos de ti take aim fire away never wide awake nobody keep safe way blood moon rise rise na na fire burning eye fire burning eye nobody keep safe way blep way everybody everybody keep safe everybody everybody keep safe everybody everybody keep safe everybody everybody keep safe everybody everybody way take aim fire away never wide awake nobody keep safe way blood moon rise fire burning eye nobody keep safe way
165,i love you,Billie Eilish,161816560,6CcJMwBtXByIz4zQLzFkKc,true tell lied crying like ooh hell never type let someone see right ooh maybe take back say tryna make laugh nothing change today mean say love love want ooh night another red eye wish never learned fly maybe try tell good lie mean make cry maybe take back say tryna make laugh nothing change today mean say love love want ooh smile gave even felt like dying fall apart gets dark arms central park nothing could say escape way love want love ooh ooh ooh ooh ooh,true tell lie cri like ooh hell never type let someon see right ooh mayb take back say tryna make laugh noth chang today mean say love love want ooh night anoth red eye wish never learn fli mayb tri tell good lie mean make cri mayb take back say tryna make laugh noth chang today mean say love love want ooh smile gave even felt like die fall apart get dark arm central park noth could say escap way love want love ooh ooh ooh ooh ooh,true tell lied cry like ooh hell never type let someone see right ooh maybe take back say tryna make laugh nothing change today mean say love love want ooh night another red eye wish never learned fly maybe try tell good lie mean make cry maybe take back say tryna make laugh nothing change today mean say love love want ooh smile gave even felt like dying fall apart get dark arm central park nothing could say escape way love want love ooh ooh ooh ooh ooh
166,Something Just Like This,"The Chainsmokers, Coldplay",159989001,6RUKPb4LETWmmr3iAEQktW,reading books old legends myths achilles gold hercules gifts spider man control batman fists clearly see upon list said wanna go much wanna risk looking somebody superhuman gifts superhero fairytale bliss something turn somebody kiss want something like doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo oh want something like doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo oh want something like want something like reading books old legends myths testaments told moon eclipse superman unrolls suit lifts kind person fits said wanna go much wanna risk looking somebody superhuman gifts superhero fairytale bliss something turn somebody miss want something like want something like oh want something like doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo oh want something like doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo wanna go much wanna risk looking somebody superhuman gifts superhero fairytale bliss something turn somebody kiss want something like oh want something like oh want something like oh want something like,read book old legend myth achil gold hercul gift spider man control batman fist clearli see upon list said wanna go much wanna risk look somebodi superhuman gift superhero fairytal bliss someth turn somebodi kiss want someth like doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo oh want someth like doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo oh want someth like want someth like read book old legend myth testament told moon eclips superman unrol suit lift kind person fit said wanna go much wanna risk look somebodi superhuman gift superhero fairytal bliss someth turn somebodi miss want someth like want someth like oh want someth like doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo oh want someth like doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo wanna go much wanna risk look somebodi superhuman gift superhero fairytal bliss someth turn somebodi kiss want someth like oh want someth like oh want someth like oh want someth like,reading book old legend myth achilles gold hercules gift spider man control batman fist clearly see upon list said wanna go much wanna risk looking somebody superhuman gift superhero fairytale bliss something turn somebody kiss want something like doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo oh want something like doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo oh want something like want something like reading book old legend myth testament told moon eclipse superman unrolls suit lift kind person fit said wanna go much wanna risk looking somebody superhuman gift superhero fairytale bliss something turn somebody miss want something like want something like oh want something like doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo oh want something like doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo wanna go much wanna risk looking somebody superhuman gift superhero fairytale bliss something turn somebody kiss want something like oh want something like oh want something like oh want something like
167,You Need To Calm Down,Taylor Swift,159621801,29fRTIKsJhLUJoldM89GZS,somebody know takin shots like patron like damn say street knock say tweet cop like hey okay tryna mess self expression learned lesson stressin obsessin bout somebody else fun snakes stones never broke bones oh oh oh oh oh oh oh oh oh oh need calm loud like oh oh oh oh oh oh oh oh oh oh oh need stop like step gown need calm somebody know comin friends like missile mad could glaad could glaad sunshine street parade would rather dark ages makin sign must taken night need take several seats try restore peace control urges scream people hate cause shade never made anybody less gay oh oh oh oh oh oh oh oh oh oh need calm loud like oh oh oh oh oh oh oh oh oh oh oh need stop like step gown need calm see internet comparing girls killing figured know got crowns need calm oh oh oh oh oh oh oh oh oh oh need calm need calm loud loud like oh oh oh oh oh oh oh oh oh oh oh need stop stop like step gowns need calm,somebodi know takin shot like patron like damn say street knock say tweet cop like hey okay tryna mess self express learn lesson stressin obsessin bout somebodi els fun snake stone never broke bone oh oh oh oh oh oh oh oh oh oh need calm loud like oh oh oh oh oh oh oh oh oh oh oh need stop like step gown need calm somebodi know comin friend like missil mad could glaad could glaad sunshin street parad would rather dark age makin sign must taken night need take sever seat tri restor peac control urg scream peopl hate caus shade never made anybodi less gay oh oh oh oh oh oh oh oh oh oh need calm loud like oh oh oh oh oh oh oh oh oh oh oh need stop like step gown need calm see internet compar girl kill figur know got crown need calm oh oh oh oh oh oh oh oh oh oh need calm need calm loud loud like oh oh oh oh oh oh oh oh oh oh oh need stop stop like step gown need calm,somebody know takin shot like patron like damn say street knock say tweet cop like hey okay tryna mess self expression learned lesson stressin obsessin bout somebody else fun snake stone never broke bone oh oh oh oh oh oh oh oh oh oh need calm loud like oh oh oh oh oh oh oh oh oh oh oh need stop like step gown need calm somebody know comin friend like missile mad could glaad could glaad sunshine street parade would rather dark age makin sign must taken night need take several seat try restore peace control urge scream people hate cause shade never made anybody le gay oh oh oh oh oh oh oh oh oh oh need calm loud like oh oh oh oh oh oh oh oh oh oh oh need stop like step gown need calm see internet comparing girl killing figured know got crown need calm oh oh oh oh oh oh oh oh oh oh need calm need calm loud loud like oh oh oh oh oh oh oh oh oh oh oh need stop stop like step gown need calm
168,all the good girls go to hell,Billie Eilish,158954747,6IRdLKIyS4p7XNiP8r6rsx,lucifer lonely standing killing time commit anything crime peter vacation open invitation animals evidence pearly gates look like picket fence get inside em got friends invite hills burn california turn ignore ya say warn ya good girls go hell cause even god enemies water starts rise heaven sight want devil team lucifer lonely look needing know friend without greenery walk wearin fetters peter know better cover caving man fool saving poisoning begging help wow hills burn california turn ignore ya say warn ya good girls go hell good girls go hell cause even god god enemies water starts rise water starts rise heaven sight want devil team lucifer lonely nothing left save god gonna owe nothing left save haha cannot snowflake,lucif lone stand kill time commit anyth crime peter vacat open invit anim evid pearli gate look like picket fenc get insid em got friend invit hill burn california turn ignor ya say warn ya good girl go hell caus even god enemi water start rise heaven sight want devil team lucif lone look need know friend without greeneri walk wearin fetter peter know better cover cave man fool save poison beg help wow hill burn california turn ignor ya say warn ya good girl go hell good girl go hell caus even god god enemi water start rise water start rise heaven sight want devil team lucif lone noth left save god gonna owe noth left save haha cannot snowflak,lucifer lonely standing killing time commit anything crime peter vacation open invitation animal evidence pearly gate look like picket fence get inside em got friend invite hill burn california turn ignore ya say warn ya good girl go hell cause even god enemy water start rise heaven sight want devil team lucifer lonely look needing know friend without greenery walk wearin fetter peter know better cover caving man fool saving poisoning begging help wow hill burn california turn ignore ya say warn ya good girl go hell good girl go hell cause even god god enemy water start rise water start rise heaven sight want devil team lucifer lonely nothing left save god gonna owe nothing left save haha cannot snowflake
169,Pop Out (feat. Lil Tjay),"Polo G, Lil Tjay",158864435,6uFn47ACjqYkc0jADwEdj1,jd tha track iceberg want bag bitch pop party gang gon robbery tuck ya chain killer girl sorry change aimin body shots hit brain come poverty man thing lot animosity say name killers rock lil nigga get banged cause job hop plane like body left doctor new shape blowing phone cause see new bae heartbreaker ladies love like cool tryna cling onto nigga late booked flight cali racks condoms suitcase every single dollar bands got blue face diamonds rollie hd like blu ray way ballin make cover show summer might pull new wraith dissin gang gon get crew chased hawk shit better tighten yo shoe lace lil bro get close let glock spray pop party gang gon robbery tuck ya chain killer girl sorry change aimin body shots hit brain come poverty man thing lot animosity say name killers rock lil nigga get banged cause job hop plane call lil bro said ready stain said ready stain claim lame never put pain put pain swear around killers go crazy gang go crazy game showed charges look look made choices life wish never make wish never make lost brother seen die seen graduate seen graduate got side rollin past jakes rollin past jakes hands job talkin masturbate outta state state cause bag make bag make risked life aight cause god let pass away pass away fuck tomorrow spin block know comin back today back today call polo come dolo get em fast way pop party gang gon robbery tuck ya chain killer girl sorry change aimin body shots hit brain come poverty man thing lot animosity say name killers rock lil nigga get banged cause job hop plane,jd tha track iceberg want bag bitch pop parti gang gon robberi tuck ya chain killer girl sorri chang aimin bodi shot hit brain come poverti man thing lot animos say name killer rock lil nigga get bang caus job hop plane like bodi left doctor new shape blow phone caus see new bae heartbreak ladi love like cool tryna cling onto nigga late book flight cali rack condom suitcas everi singl dollar band got blue face diamond rolli hd like blu ray way ballin make cover show summer might pull new wraith dissin gang gon get crew chase hawk shit better tighten yo shoe lace lil bro get close let glock spray pop parti gang gon robberi tuck ya chain killer girl sorri chang aimin bodi shot hit brain come poverti man thing lot animos say name killer rock lil nigga get bang caus job hop plane call lil bro said readi stain said readi stain claim lame never put pain put pain swear around killer go crazi gang go crazi game show charg look look made choic life wish never make wish never make lost brother seen die seen graduat seen graduat got side rollin past jake rollin past jake hand job talkin masturb outta state state caus bag make bag make risk life aight caus god let pass away pass away fuck tomorrow spin block know comin back today back today call polo come dolo get em fast way pop parti gang gon robberi tuck ya chain killer girl sorri chang aimin bodi shot hit brain come poverti man thing lot animos say name killer rock lil nigga get bang caus job hop plane,jd tha track iceberg want bag bitch pop party gang gon robbery tuck ya chain killer girl sorry change aimin body shot hit brain come poverty man thing lot animosity say name killer rock lil nigga get banged cause job hop plane like body left doctor new shape blowing phone cause see new bae heartbreaker lady love like cool tryna cling onto nigga late booked flight cali rack condom suitcase every single dollar band got blue face diamond rollie hd like blu ray way ballin make cover show summer might pull new wraith dissin gang gon get crew chased hawk shit better tighten yo shoe lace lil bro get close let glock spray pop party gang gon robbery tuck ya chain killer girl sorry change aimin body shot hit brain come poverty man thing lot animosity say name killer rock lil nigga get banged cause job hop plane call lil bro said ready stain said ready stain claim lame never put pain put pain swear around killer go crazy gang go crazy game showed charge look look made choice life wish never make wish never make lost brother seen die seen graduate seen graduate got side rollin past jakes rollin past jakes hand job talkin masturbate outta state state cause bag make bag make risked life aight cause god let pas away pas away fuck tomorrow spin block know comin back today back today call polo come dolo get em fast way pop party gang gon robbery tuck ya chain killer girl sorry change aimin body shot hit brain come poverty man thing lot animosity say name killer rock lil nigga get banged cause job hop plane
171,All I Want for Christmas Is You,Mariah Carey,157177437,0bYg9bo50gSsH3LtXe2SQn,want lot christmas one thing need care presents underneath christmas tree want could ever know make wish come true want christmas yeah want lot christmas one thing need care presents underneath christmas tree need hang stocking upon fireplace ah santa claus make happy toy christmas day want ooh could ever know ooh make wish come true want christmas baby oh ask much christmas even wish snow gonna keep waiting underneath mistletoe make list send north pole saint nick ah even stay awake hear magic reindeer click cause want tonight ooh holding tight ooh oh baby want christmas baby oh lights shining brightly everywhere brightly baby sound children laughter fills air oh oh yeah everyone singing oh yeah hear sleigh bells ringing oh santa bring one really need yeah oh oh please bring baby oh want lot christmas asking ah wanna see baby standing right outside door oh want ooh could ever know ooh make wish come true oh baby want christmas baby want christmas baby want christmas baby ah oh ah oh want christmas baby want christmas baby really want baby ooh want christmas baby want really want,want lot christma one thing need care present underneath christma tree want could ever know make wish come true want christma yeah want lot christma one thing need care present underneath christma tree need hang stock upon fireplac ah santa clau make happi toy christma day want ooh could ever know ooh make wish come true want christma babi oh ask much christma even wish snow gonna keep wait underneath mistleto make list send north pole saint nick ah even stay awak hear magic reindeer click caus want tonight ooh hold tight ooh oh babi want christma babi oh light shine brightli everywher brightli babi sound children laughter fill air oh oh yeah everyon sing oh yeah hear sleigh bell ring oh santa bring one realli need yeah oh oh pleas bring babi oh want lot christma ask ah wanna see babi stand right outsid door oh want ooh could ever know ooh make wish come true oh babi want christma babi want christma babi want christma babi ah oh ah oh want christma babi want christma babi realli want babi ooh want christma babi want realli want,want lot christmas one thing need care present underneath christmas tree want could ever know make wish come true want christmas yeah want lot christmas one thing need care present underneath christmas tree need hang stocking upon fireplace ah santa claus make happy toy christmas day want ooh could ever know ooh make wish come true want christmas baby oh ask much christmas even wish snow gonna keep waiting underneath mistletoe make list send north pole saint nick ah even stay awake hear magic reindeer click cause want tonight ooh holding tight ooh oh baby want christmas baby oh light shining brightly everywhere brightly baby sound child laughter fill air oh oh yeah everyone singing oh yeah hear sleigh bell ringing oh santa bring one really need yeah oh oh please bring baby oh want lot christmas asking ah wanna see baby standing right outside door oh want ooh could ever know ooh make wish come true oh baby want christmas baby want christmas baby want christmas baby ah oh ah oh want christmas baby want christmas baby really want baby ooh want christmas baby want really want
173,Lover,Taylor Swift,156747718,1dGr1c8CrMLDpV6mPbImSI,could leave christmas lights til january place make rules dazzling haze mysterious way dear known twenty seconds twenty years go go always close forever ever ah take take home lover could let friends crash living room place make call highly suspicious everyone sees wants loved three summers honey want em go go always close forever ever ah take take home forever ever lover ladies gentlemen please stand every guitar string scar hand take magnetic force man lover heart borrowed blue well ends well end swear overdramatic true lover save dirtiest jokes every table save seat lover go go always close forever ever ah take take home forever ever oh darling lover,could leav christma light til januari place make rule dazzl haze mysteri way dear known twenti second twenti year go go alway close forev ever ah take take home lover could let friend crash live room place make call highli suspici everyon see want love three summer honey want em go go alway close forev ever ah take take home forev ever lover ladi gentlemen pleas stand everi guitar string scar hand take magnet forc man lover heart borrow blue well end well end swear overdramat true lover save dirtiest joke everi tabl save seat lover go go alway close forev ever ah take take home forev ever oh darl lover,could leave christmas light til january place make rule dazzling haze mysterious way dear known twenty second twenty year go go always close forever ever ah take take home lover could let friend crash living room place make call highly suspicious everyone see want loved three summer honey want em go go always close forever ever ah take take home forever ever lover lady gentleman please stand every guitar string scar hand take magnetic force man lover heart borrowed blue well end well end swear overdramatic true lover save dirtiest joke every table save seat lover go go always close forever ever ah take take home forever ever oh darling lover
174,Lost In Japan,Shawn Mendes,154666537,79esEXlqqmq0GPz0xQSZTV,take one flight time zone looking timeline seeing rainbows got idea know sounds crazy wanna see ya oh gotta ask got plans tonight couple hundred miles japan thinking could fly hotel tonight cause get mind get mind get mind oh could feel tension could cut knife know friendship hear think right yeah gotta convince fall asleep couple hours leave got plans tonight couple hundred miles japan thinking could fly hotel tonight cause get mind get mind get mind got plans tonight hoping could get lost paradise thing thinking bout cause get mind get mind seem get mind let get lost tonight oh let get lost tonight baby seem get mind let get lost tonight let get lost tonight baby seem get mind oh oh oh oh got plans tonight couple hundred miles japan thinking could fly hotel tonight cause get mind get mind got plans tonight baby hoping could get lost paradise thing thinking bout get mind get mind seem get mind yeah let get lost tonight oh let get lost tonight oh baby seem get mind let get lost tonight oh let get lost tonight oh baby seem get mind,take one flight time zone look timelin see rainbow got idea know sound crazi wanna see ya oh gotta ask got plan tonight coupl hundr mile japan think could fli hotel tonight caus get mind get mind get mind oh could feel tension could cut knife know friendship hear think right yeah gotta convinc fall asleep coupl hour leav got plan tonight coupl hundr mile japan think could fli hotel tonight caus get mind get mind get mind got plan tonight hope could get lost paradis thing think bout caus get mind get mind seem get mind let get lost tonight oh let get lost tonight babi seem get mind let get lost tonight let get lost tonight babi seem get mind oh oh oh oh got plan tonight coupl hundr mile japan think could fli hotel tonight caus get mind get mind got plan tonight babi hope could get lost paradis thing think bout get mind get mind seem get mind yeah let get lost tonight oh let get lost tonight oh babi seem get mind let get lost tonight oh let get lost tonight oh babi seem get mind,take one flight time zone looking timeline seeing rainbow got idea know sound crazy wanna see ya oh gotta ask got plan tonight couple hundred mile japan thinking could fly hotel tonight cause get mind get mind get mind oh could feel tension could cut knife know friendship hear think right yeah gotta convince fall asleep couple hour leave got plan tonight couple hundred mile japan thinking could fly hotel tonight cause get mind get mind get mind got plan tonight hoping could get lost paradise thing thinking bout cause get mind get mind seem get mind let get lost tonight oh let get lost tonight baby seem get mind let get lost tonight let get lost tonight baby seem get mind oh oh oh oh got plan tonight couple hundred mile japan thinking could fly hotel tonight cause get mind get mind got plan tonight baby hoping could get lost paradise thing thinking bout get mind get mind seem get mind yeah let get lost tonight oh let get lost tonight oh baby seem get mind let get lost tonight oh let get lost tonight oh baby seem get mind
