allow,2
allowance,1
allowed,4
almost,24
alo,2
alone,115
along,25
aloud,1
alpha,1
alphabet,1
alphabetically,1
alpo,1
already,56
alright,47
also,3
altar,1
altercation,1
although,4
altitude,2
aluminum,1
always,155
alyx,2
alzheim,1
amateur,1
amazin,3
amazing,8
amazon,1
amber,1
ambien,1
ambition,2
ambulance,2
amen,3
amends,1
amenity,1
america,1
american,3
amerigo,1
amex,2
amg,2
amidst,1
amiga,2
amigo,1
amiri,9
amiris,4
ammo,1
amnesia,1
amo,1
amongst,1
amore,1
amount,6
amphetamine,2
ample,2
amplified,1
amplify,1
amusement,1
amusin,1
ana,1
anaconda,3
anatomy,1
ancestor,2
ancient,2
anda,2
andou,1
andre,4
andreas,1
andrew,1
anemic,1
angel,33
angelo,1
anger,7
angle,4
angry,8
animal,6
anime,1
animosity,1
ankara,1
ankh,1
ankle,4
annapolis,1
anni,1
annoyed,1
annoyin,1
annoying,2
ano,1
anointed,1
anonymously,1
another,104
answer,22
anthem,2
anthill,3
anthony,2
anti,2
anticipatin,1
antidote,1
antifreeze,1
antisocial,2
anunnaki,2
anvil,3
anxiety,11
anxious,7
anybody,16
anymore,25
anyone,15
anything,49
anytime,3
anyway,12
anyways,3
anywhere,13
ap,11
apache,1
apart,17
apartment,5
ape,5
apeshit,2
apocalypse,2
apologize,5
apology,6
apostrophe,1
app,3
appalled,1
apparently,1
appear,2
appeared,1
appetit,2
appetite,4
applauded,1
applause,2
apple,2
applewhite,1
appliance,1
applies,1
apply,2
applyin,2
applying,1
appointment,3
appoints,1
appreciate,3
appreciating,1
approach,1
approval,2
april,1
aps,2
aquafina,3
ar,5
arabia,1
arabian,1
arabic,2
arachnid,1
arbery,1
arcade,1
arch,2
architecture,1
archive,3
area,7
arena,7
argue,9
arguin,2
argument,3
ari,1
ariana,2
aries,1
arizona,1
arm,34
armed,3
armored,1
armstrong,2
army,5
aroma,4
arose,1
around,179
aroused,1
arrest,4
arrested,1
arriba,1
arrival,1
arrive,2
arrived,2
arrow,1
arse,1
arses,1
art,9
artery,2
article,1
artificial,1
artillery,1
artist,3
as,1
ascap,1
ash,13
ashamed,3
ashton,1
ashtray,1
ashy,1
asi,1
asian,1
asics,1
aside,6
ask,70
asked,27
askin,21
asking,12
asks,1
asleep,13
asmr,1
asphalt,2
assault,1
assembled,1
asset,3
asshole,1
assist,3
assistant,3
associated,1
assume,2
assumption,1
astro,1
astronomical,1
astroworld,2
asylum,1
atake,2
ate,12
athlete,1
athletic,1
atkins,1
atlanta,11
atm,1
atmosphere,2
atomic,1
atop,1
atrocious,1
attached,11
attack,11
attacked,1
attacker,1
attackin,1
attacking,2
attain,1
attempt,1
attempting,1
attention,19
attic,3
attila,1
attire,1
attitude,7
attract,4
attracted,1
attraction,2
attractive,1
attracts,3
auction,2
audemar,1
audemars,8
audi,2
auf,1
august,3
aunque,1
aunt,4
auntie,1
aura,1
austin,1
authority,1
auto,2
autobot,1
automatic,6
automatically,1
autotune,1
autumn,1
availability,1
available,2
aventador,3
avenue,3
average,8
avoid,9
avoiding,1
aw,7
await,2
awake,14
award,3
aware,4
awareness,1
away,142
awe,2
awesome,4
awful,7
awhile,1
awkward,2
awol,1
aww,2
axe,1
axl,1
ay,6
ayatollah,1
ayo,3
ayy,186
azucar,1
azul,1
ba,6
babble,1
babe,59
babel,1
baby,358
babylon,2
bacardi,4
baccarat,1
bach,1
bachata,2
back,341
backbend,1
backboard,1
backchat,1
backdoor,2
backed,4
backend,6
backflip,3
backflipping,1
backflips,1
background,1
backin,1
backlogged,1
backpedal,1
backseat,10
backstabbed,1
backstabbers,4
backstabbin,1
backstage,2
backstreets,1
backward,1
backwards,4
backwood,7
backwoods,1
backyard,4
bacon,2
bad,144
bada,2
badder,1
baddest,6
baddie,5
baddy,1
badge,1
badly,1
bae,13
baes,1
baffled,1
bag,90
bagg,1
baggage,6
bagged,3
baggin,1
baggy,1
baghdad,1
baguette,10
baguetties,2
bah,17
bahamas,2
bail,2
baila,2
bailame,1
bailando,1
bailar,2
bait,1
baja,1
bajan,1
bajes,1
baka,1
bake,1
bakin,2
balance,6
balancin,1
balboa,1
bald,1
bale,2
balenci,2
balenciaga,10
bali,1
ball,35
balled,1
baller,2
ballet,3
ballin,18
balling,6
ballistic,1
balmain,4
balmains,1
baloney,1
balotelli,1
bama,1
bamboozled,1
bamski,1
ban,1
banana,5
bananana,1
band,51
bandana,2
bandin,1
bandit,4
bando,6
bandos,1
bang,15
banger,4
bank,27
bankhead,2
banknote,1
bankroll,2
bankrolled,1
bankrupt,1
bankshot,1
banned,1
banner,1
bantu,1
baobab,1
baow,17
bape,2
bar,26
barbecue,1
barbed,2
barbeque,2
barber,5
barbie,6
barcode,1
bardi,2
bare,1
barefoot,4
barely,16
barett,1
bargain,1
bargained,1
bari,1
bark,3
barkin,1
barn,2
barney,3
baron,1
barranquilla,1
barre,1
barrel,1
barren,1
barricade,1
barrio,1
barry,1
bartender,2
base,1
baseball,1
basement,1
bashful,1
bashin,1
basic,6
basically,3
basket,1
basketball,6
baskins,1
bass,5
bassmasters,1
bastard,2
bat,8
batch,2
bath,2
bathe,3
bathing,2
bathroom,3
bathtub,2
bathwater,1
batman,2
baton,1
batshit,2
batted,1
batter,2
battery,3
battle,7
battled,1
battlefield,1
battleship,1
bawl,1
bay,7
baying,1
bayside,1
bazaar,2
bb,2
bbl,1
bdb,1
bdp,1
beach,8
beachfront,1
beachwood,1
bead,1
beaked,1
beaky,1
beam,5
beamin,1
bean,2
beanie,1
beany,1
bear,7
beard,6
beast,10
beasty,1
beat,93
beatboxer,1
beaten,1
beater,1
beatin,6
beating,10
beatle,1
beatles,2
beautiful,35
beauty,5
beavis,1
bebe,2
bebi,1
became,5
beckoning,1
become,12
becomin,1
bed,63
bedheads,1
bedlam,1
bedroom,13
bedsheets,1
bedside,1
bee,4
beef,23
beefed,1
beefin,4
beefing,2
beep,2
beer,5
beg,8
began,3
begged,1
beggin,5
begging,4
begin,8
beginnin,2
beginning,7
begun,6
behave,2
behaved,1
behaves,3
behaving,1
behavior,5
behind,43
behold,1
bein,31
belief,1
believe,112
believed,3
believer,7
believin,3
believing,2
belizean,1
bell,22
belling,1
belly,2
belong,13
belongs,3
belt,10
ben,2
bench,2
bend,16
bended,1
bending,1
beneath,5
benee,1
benefit,3
bengal,1
beni,1
benihana,1
benjamin,7
benji,1
benny,2
bent,7
bentayga,2
bentley,26
benz,24
benzo,3
benzodiazepine,1
beretta,3
berettas,2
bergdorf,1
berry,2
bescheid,1
beside,13
besides,3
besito,1
beso,1
best,82
bestest,1
bestie,3
bet,39
betcha,1
betrayal,3
betrayed,2
better,174
betterin,2
betty,2
bettеr,2
beverley,1
beverly,1
beyblades,1
beyonce,3
beyond,11
bezel,3
bg,1
bi,7
bible,2
bicyc,2
bicycle,1
biddie,3
bide,1
bieber,2
bien,1
big,133
bigger,19
biggest,11
biggie,7
bighit,1
bigot,1
bih,6
bika,1
bike,2
bill,16
billi,4
billie,4
billin,1
billion,5
billionaire,3
billis,2
billy,1
bimbo,1
bimmer,3
bin,2
bing,4
biography,1
biological,1
bird,21
birdbath,1
birdie,2
birk,2
birkin,14
birkins,1
birth,2
birthday,15
biscotti,2
biscuit,1
bisexual,1
bish,1
bishop,2
bit,31
bitch,271
bitchin,1
bite,26
bitin,2
biting,1
bitten,1
bitter,6
bittersweet,3
bitty,11
biz,2
bizarre,1
black,60
blacked,1
blacker,1
blackin,1
blacking,1
blackpink,5
bladder,3
blade,9
blah,4
blam,2
blame,17
blamed,1
blamin,1
blank,2
blanka,1
blanket,2
blaow,6
blasphemous,1
blast,16
blastin,1
blasting,1
blastoff,1
blatt,5
blatts,1
blaze,2
blazer,2
blazin,3
blazing,1
bleach,1
bleacher,2
bleak,2
bled,4
bleed,26
bleedin,5
bleeding,8
bleeds,1
blem,1
blend,1
blended,1
blendet,1
blendin,2
bless,5
blessed,17
blessin,2
blessing,19
blew,11
blick,7
blicks,1
blicky,2
blimp,2
blind,22
blinded,7
blindfolded,1
blindin,1
blinding,1
blindly,3
blindsided,1
bling,14
blingin,1
blink,2
bliss,2
blitz,1
blixky,1
blizzard,3
block,50
blocka,1
blockbuster,1
blocked,3
blocking,1
blonde,2
blood,47
blooded,2
bloodhound,1
bloodline,2
bloodpop,1
bloodstain,1
bloody,5
bloom,2
bloomer,2
blooming,1
blooper,1
blossom,1
blossomed,2
blouse,1
blow,43
blowin,16
blowing,4
blown,2
blue,67
blueberry,3
bluebird,1
blueface,1
bluegrass,2
blueprint,3
bluest,1
bluff,2
bluffin,3
bluffing,1
blunt,13
blunts,3
blur,1
blurred,1
blurry,2
blush,1
blushin,1
bm,2
bmf,1
bmxing,2
bnb,1
bo,1
boa,2
board,6
boardin,1
boat,14
boating,1
bob,2
bobby,6
bobsled,1
boca,2
bodied,2
body,118
bodybuild,1
bodyguard,1
boeing,2
bogus,2
boi,2
bold,4
bollywood,2
bom,2
bomb,16
bombed,1
bombshell,1
bon,3
bona,2
bonafide,1
bond,10
bone,15
boner,1
bongo,1
bonita,2
bonkers,2
bonnaroo,1
bonnie,2
boo,11
boob,4
booby,1
booed,1
booger,1
boogeyman,1
boogie,3
book,13
bookbag,1
booked,4
boolin,5
boom,28
boombox,1
boomed,1
boomin,5
boosie,2
boost,3
booster,1
boot,13
bootch,1
booted,4
booters,1
booth,11
bootleg,1
booty,7
booze,1
bop,9
bopper,2
bora,1
border,2
borderline,1
bore,2
bored,7
borin,1
boring,3
born,20
borrow,3
borrowed,1
bos,22
bossed,3
bossin,2
bossman,2
bossy,1
botella,1
bother,5
bothered,1
botherin,1
bottega,1
bottle,32
bottled,3
bottlin,1
bottling,1
bottom,31
bottomless,1
bough,1
bought,57
boughta,1
bougie,9
boulder,2
boulevard,2
bounce,7
bouncer,1
bouncin,3
bouncing,3
bound,11
bounty,1
bourbon,1
bout,189
boutique,1
bow,14
bowen,1
bowing,1
bowl,5
box,20
boxer,1
boxin,1
boxing,1
boy,153
boyfriend,9
boyz,2
bra,2
brabus,1
brace,1
bracelet,2
bracket,1
brackin,2
bradley,1
brady,2
brag,3
braggin,2
braid,5
brain,49
brainless,1
brainwashed,1
brake,5
branch,2
branchin,1
brand,42
brandin,1
brandon,4
bratty,1
braun,1
bravado,1
brave,6
brawl,1
brazy,5
bread,18
break,93
breakfast,5
breakin,15
breaking,7
breakthrough,1
breast,4
breath,25
breathe,42
breathin,6
breathing,10
bredrins,1
breed,2
brees,1
breeze,1
brick,17
bride,4
bridge,6
brigade,1
bright,24
brighten,2
brighter,3
brightly,1
brightside,1
bring,73
bringin,7
bringing,1
brings,5
brink,1
british,2
brittany,2
brittle,1
bro,41
broad,7
broadway,1
brodie,2
brody,1
broke,64
broken,38
bron,1
bronco,1
bronx,2
broom,3
broomstick,2
bros,9
broski,1
broskies,1
brother,54
brought,36
brown,13
brozay,2
brr,17
brra,1
brrat,2
brrr,5
brrrr,1
brrt,17
bruce,1
brudda,1
bruddah,1
bruh,6
bruise,8
bruising,1
brulee,2
brung,1
brunt,1
brush,2
brushed,1
brutal,1
bryant,1
brеak,1
bubba,1
bubble,4
bubbled,1
bubblegum,1
buck,10
bucket,8
buckin,2
buckle,3
bud,1
buddah,2
buddakan,1
buddy,3
budget,4
buena,1
buenos,1
buffalo,1
buffet,1
buffy,3
bug,3
bugatti,2
bugattis,1
buggin,1
buggy,1
bugz,2
buick,1
build,14
buildin,6
building,6
built,12
bulk,1
bull,2
bulldog,1
bullet,24
bulletproof,4
bullshit,16
bully,1
bum,9
bumblebee,2
bummed,1
bummer,2
bummy,2
bump,7
bumper,2
bumpin,4
bumping,1
bumpy,1
bumstickitty,1
bun,7
bunch,9
bundle,2
bundled,1
bunker,1
bunny,1
burberry,2
burger,1
buried,6
burn,27
burna,1
burned,8
burner,2
burnin,9
burning,13
burnt,7
burr,2
burst,1
bury,5
bus,19
bush,4
bushel,2
bushwick,1
business,20
businessman,3
bussing,3
bust,28
busta,2
bustdown,3
bustdowns,1
bustier,1
bustin,11
bustling,1
busy,27
butt,10
butter,7
butterfingers,1
butterfly,5
butterscotch,1
butthurt,1
button,7
buttoned,1
buy,42
buyin,7
buying,3
buzz,1
buzzcut,2
buzzin,2
buzzy,1
bwahs,1
bye,18
bygone,6
byline,1
bys,4
bystander,1
byte,1
bytheway,1
bеing,1
bеtter,1
cab,5
cabbage,1
cabin,1
cabinet,1
cable,1
cabo,1
cactus,4
caddy,1
cadence,2
cadillac,3
cadillacs,1
cafe,1
cage,8
caged,1
cah,2
caic,1
caicos,2
cake,23
cakewalk,1
cakin,1
caking,1
calabasas,1
calamari,2
cali,7
caliente,2
california,5
californian,1
call,215
callan,2
callate,2
calle,2
called,31
calligraphy,1
callin,22
calling,25
calm,14
calmer,1
calo,1
calor,1
cam,7
cama,1
came,114
camera,12
camino,1
camo,1
camoly,1
camouflage,2
camp,2
campaign,1
camry,3
canada,4
canal,1
cancel,6
canceled,3
candidate,1
candle,11
candlelight,5
candler,1
candy,14
cane,3
cannibal,1
cannon,2
cannot,44
canoein,1
canyon,1
cap,33
capalot,2
cape,3
capiche,1
capisce,1
capital,1
capitalist,1
capo,2
cappin,2
capsule,1
captain,1
caption,2
capture,2
car,78
caramel,2
carat,6
card,23
cardi,4
cardigan,3
cardinal,4
cardio,1
care,78
cared,6
career,6
careful,6
carelessly,1
caress,1
caressin,1
carin,2
caring,2
carlo,3
carnage,2
carnegie,1
carnival,1
carol,5
carole,1
caroler,1
carolin,1
caroling,5
carotid,1
carpenter,1
carpet,3
carried,2
carrot,1
carry,13
carryin,1
carrying,3
carter,2
cartier,10
carton,2
cartoon,1
cartridge,1
casa,1
casanova,1
cascade,2
case,29
cash,43
cashed,2
cashin,1
cashmoney,1
cashmoneyap,5
casino,1
casket,3
cassandra,2
cassava,1
cast,1
castle,2
casualty,1
cat,10
catalog,1
catch,68
catchin,11
catching,4
catchy,2
category,2
cater,1
caterpillar,1
catfish,1
catfishin,1
catty,2
caught,60
caulk,1
cause,461
caused,2
causin,1
causе,5
caution,3
cave,2
caving,4
cay,1
cayenne,2
cayy,1
cb,1
cc,4
cd,1
ced,2
cee,1
ceilin,6
ceiling,13
celebrate,4
celebrated,1
celebratin,1
celebrating,2
celebration,3
celebrity,1
celie,1
celine,2
cell,4
cellphone,1
cellular,1
celly,3
cement,3
cemented,1
cent,4
centennial,1
center,4
centered,1
centerfold,2
centerpiece,1
central,3
centre,1
century,1
ceo,2
cept,1
certain,7
certified,7
cervical,1
cetera,2
ch,2
cha,12
chachos,1
chain,50
chainsaw,1
chainz,1
chair,9
chalk,5
challenge,1
chamber,1
chameleon,2
champ,3
champa,1
champagne,12
champion,2
chan,1
chance,30
chancе,1
chandelier,7
chane,1
chanel,16
change,91
changed,29
changin,9
changing,3
changе,1
channel,2
chaos,1
chaotic,1
chapo,1
chapter,3
char,1
chardonnay,2
charge,14
charger,3
chargin,1
charity,1
charles,2
charlotte,1
charm,2
charming,1
chart,6
charterin,1
chase,23
chased,1
chaser,5
chasin,13
chasing,7
chat,4
chateau,2
chatty,1
chauffeur,2
cheap,16
cheaper,1
cheapest,3
cheapskate,3
cheat,10
cheated,3
cheater,1
cheatin,4
cheating,1
check,61
checked,5
checker,1
checkin,4
checking,4
checklist,2
cheddar,3
cheek,8
cheer,11
cheerio,1
cheese,16
cheesecake,1
cheesin,2
cheesy,1
cheetah,1
cheeto,2
chef,3
cheffin,1
chemical,1
chemist,2
chemistry,2
cher,1
cherish,5
cherishin,1
cherry,5
chesimard,1
chess,4
chest,28
chestnut,3
chevy,6
chevys,1
chew,3
chewed,1
chewin,1
chi,3
chicago,2
chick,18
chicka,1
chicken,3
chief,2
chiefin,1
chihuahua,1
child,25
childhood,2
childish,3
childproof,1
childrеn,1
chill,32
chille,1
chiller,1
chillin,15
chilling,2
chilly,2
chime,2
chimney,4
chin,6
china,2
chinatown,1
chinchilla,3
chinese,2
ching,10
chinged,1
chip,14
chipped,1
chippi,1
chit,2
chivalry,1
cho,1
chocha,1
chock,2
chocolate,2
choice,11
choir,8
choke,6
choked,2
choker,5
chokin,4
choking,3
choo,2
choose,15
choosin,4
choosing,1
choosy,3
chop,16
choppa,10
choppas,2
chopped,3
chopper,35
choppin,4
chopping,1
chopsquad,2
chopstick,6
chord,1
chorus,3
chose,7
chosen,7
chris,3
christ,2
christian,9
christine,1
christmas,48
christmastime,1
christopher,1
chromazz,1
chrome,15
chubbs,5
chuck,1
chulo,1
chump,1
chune,1
church,10
churn,1
churro,1
cia,1
cider,1
cigar,1
cigarette,10
cinco,1
cinderella,6
cindy,1
cinema,1
cinnamon,2
cinеma,1
circle,14
circlin,1
circumnavigate,1
circumstance,3
circus,2
cite,1
citi,1
city,70
civility,1
civillian,2
cl,2
clack,3
claim,10
claimed,2
claimin,2
claiming,2
clan,1
clandestine,1
clap,9
clapped,1
clapping,1
claro,1
clase,1
clashings,1
class,14
classic,5
classified,1
classmate,3
classy,5
claus,6
claw,2
clay,2
clean,28
cleaned,1
cleaner,3
cleanin,5
cleanse,2
cleansed,2
clear,28
clearer,2
clearest,1
clearin,1
clearly,6
clearport,2
cleat,2
cleveland,2
clever,1
cleverly,1
click,10
clicked,1
cliff,1
clifford,2
cliffside,1
clifton,1
climate,3
climax,1
climb,9
climbed,1
climbin,3
climbing,2
cling,1
clinic,2
clip,30
clipper,1
clique,4
cliz,1
clock,18
clocked,1
clockin,3
clone,3
clop,1
close,77
closeable,1
closed,15
closer,24
closest,4
closet,15
closin,1
closing,5
closure,2
cloth,1
clothes,24
clothing,3
cloud,15
clouded,1
cloudy,2
clout,10
clouty,1
clover,3
clown,8
clowned,1
clownin,1
club,44
clue,6
clumsy,1
clutch,1
clutched,1
clutchin,3
cluttered,1
clyde,3
co,1
coach,2
coachella,1
coalition,1
coast,13
coastal,1
coastin,1
coasting,1
coat,10
coaxed,1
cobain,1
cobblestone,2
cobra,3
cocaina,1
cocaine,13
cock,7
cocked,3
cockpit,2
cocksucker,1
cocktail,1
cocky,3
coco,1
cocoa,1
cod,1
code,10
codeine,26
codenames,1
coexist,1
coffee,5
coffin,2
cohen,1
coin,3
coincidental,1
coke,10
cold,94
colder,9
coldest,4
cole,3
collapsed,1
collar,6
colleague,1
collect,5
collected,1
college,12
collide,2
cologne,3
colombia,3
colombian,1
colombiana,1
colon,1
colonoscopy,1
colony,1
color,18
colorado,5
colored,5
colorin,1
colour,7
colt,1
columbine,1
column,2
com,1
coma,1
comb,3
combat,1
combination,2
combined,1
come,304
comer,1
comfort,5
comfortable,4
comfortably,4
comfy,2
comical,2
comin,55
coming,46
comma,10
command,1
commanded,1
commando,2
comme,3
comment,6
commercial,1
commission,1
commit,3
commitment,3
committal,2
committed,5
committin,1
committing,1
commode,1
common,4
commotion,3
communicate,1
communication,1
communion,1
community,1
como,4
compact,2
company,16
compare,8
comparing,1
comparison,2
compass,2
compe,1
compelled,1
compensate,2
compete,2
competin,1
competition,2
complacent,1
complain,4
complained,1
complainin,2
complaining,1
complete,2
completely,5
completеly,1
complex,1
complexion,1
complicate,2
complicated,6
complication,2
complicatеd,1
compliment,2
composing,1
compostable,1
composure,2
compound,3
comprehend,2
comprende,1
compromise,2
compromised,2
compton,1
con,3
conceal,3
concealed,1
conceive,1
concentrate,1
concern,2
concerned,2
concert,3
concerto,1
concession,1
concierge,1
concrete,1
concussion,2
condition,1
conditioned,2
condo,6
condom,5
condone,2
cone,2
coney,1
confession,3
confetti,2
confide,1
confided,1
confidence,2
confident,2
confidential,1
confirmation,2
conflict,1
conform,1
confrontation,1
confuse,2
confused,9
confusin,3
confusion,1
conga,1
congratulation,2
conmigo,1
connect,3
connected,5
connecting,1
connection,6
connie,1
conniving,1
cono,1
conquer,1
conquered,2
conscience,6
conscious,1
consciousness,1
consider,1
considered,1
consignment,1
consistent,1
conspire,1
constant,1
constantine,1
constantly,3
constellation,1
construction,1
consumed,1
consumption,3
contact,4
contagious,1
contain,2
contemplate,2
contemplated,1
contemplating,3
content,1
contest,2
contigo,1
contingency,1
continue,3
continues,2
contraband,1
contracting,1
contrarian,1
contribute,1
control,50
controllin,2
conversation,18
convertible,5
conveyin,1
convict,3
convicted,1
conviction,4
convince,3
convinced,3
convincing,1
convulsion,1
coo,2
coochie,2
cook,6
cooked,6
cookie,3
cookin,9
cooky,3
cool,42
cooler,3
coolest,1
coolin,2
coop,1
cooper,1
cop,36
cope,2
copied,1
coping,1
copped,9
coppin,2
copping,1
copy,6
copyin,1
copywritten,1
corazon,1
cord,1
cordial,1
cordoning,1
corduroy,1
core,1
coretta,1
corey,1
cork,1
corleone,1
corn,3
corner,20
cornier,1
corny,4
corona,2
coronavirus,3
coroner,2
corp,3
corpse,2
correct,3
correction,1
corridor,1
corrupted,2
corvette,3
cosa,1
cost,22
costco,1
costly,1
costner,1
cot,1
cotton,1
couch,5
cougar,2
cough,2
coughin,2
coughing,3
cought,1
could,244
coulda,6
count,34
counted,5
counter,5
counterfeit,1
countin,21
counting,7
countless,1
country,9
county,2
coupe,37
couple,46
courage,2
course,8
court,11
courtney,1
courtside,1
courtyard,1
courvoisier,1
cousin,6
couture,1
cover,21
covered,12
covering,1
covid,2
cowabunga,1
coward,2
cowardly,2
cowboy,4
cowgirl,1
coyote,1
cozy,2
cpr,1
cps,1
crack,16
cracked,1
cracker,2
crackin,1
cracking,1
cradle,1
craig,1
craigslist,3
cranium,1
crank,1
crankin,1
crap,2
crapped,1
crash,17
crashed,1
crasher,1
crashing,3
crate,1
crave,3
cravin,2
craving,2
craw,1
crawford,1
crawl,2
crawled,1
crawlin,3
crawling,2
cray,1
crayon,1
crazy,92
creakin,1
creaking,1
cream,13
creamed,1
crease,1
create,3
created,6
creator,1
creature,3
cred,1
credit,7
credited,1
cree,1
creek,2
creep,11
creeper,1
creepin,4
creeping,3
creme,1
crenshaw,1
crepe,2
crept,2
crescendo,1
crescent,1
crestfallen,1
crew,7
crib,34
cried,7
crill,1
crills,1
crime,10
criminal,4
crip,6
crippin,1
crippled,1
cripplin,1
crippy,1
crips,1
crisco,1
crisp,1
cristhian,1
critic,3
critical,1
critically,1
criticism,1
criticize,1
criticized,1
crockpot,1
crocodile,1
crocs,1
crodie,2
crook,1
crooked,1
crop,2
cross,29
crossbody,2
crossed,6
crossfire,2
crossing,1
crossword,1
crossеs,1
crouton,1
crowd,22
crowded,7
crown,11
crucial,1
cruel,4
cruise,2
cruisin,5
cruising,2
crumble,2
crumbled,1
crunch,1
crunk,1
crusader,1
crush,5
crushed,3
crushin,3
crushing,1
crushy,1
crusin,1
cry,77
cryin,15
crystal,7
ct,1
cuando,1
cuatro,1
cuban,5
cubby,2
cube,2
cud,1
cudder,1
cuddle,3
cue,1
cuenta,1
cuerpo,4
cuff,6
cuffin,1
cuffing,2
cullinan,4
cult,1
culture,1
cum,8
cunnilingus,1
cunt,2
cup,28
cupid,2
cupped,1
curb,2
cure,3
curfew,1
curiosity,1
curious,4
curl,2
curly,2
currency,1
current,1
curry,1
curse,7
cursed,2
cursing,1
curtain,2
curtis,3
curve,6
curved,1
curving,1
curvy,1
cushion,1
cusp,1
cuss,1
cussed,1
cussin,1
custody,1
cut,68
cute,14
cutie,3
cutlas,1
cutter,6
cutthroat,1
cuttin,4
cutting,2
cuz,2
cuzzo,1
cv,1
cyanide,1
cycle,1
cynic,1
cynical,1
cypher,1
da,27
dababy,2
dabble,1
dad,16
dada,6
dadadada,1
daddy,23
dagger,2
dah,2
dahmer,1
daily,4
daisy,3
dale,1
dali,1
dallas,2
damage,14
damaged,3
dame,2
damn,109
damned,2
damnit,1
damo,1
damsel,3
dan,3
dance,62
danced,4
dancefloor,1
dancer,3
dancin,17
dancing,40
dandy,1
dang,2
danger,2
dangerous,5
dangerously,1
dangly,1
dap,2
dappled,1
daps,2
dare,6
dark,67
darker,1
darkest,5
darkness,9
darkskin,1
darle,1
darlin,7
darling,15
dasani,1
dash,8
dashboard,2
dashiki,1
date,23
dated,3
dateline,2
datin,1
daughter,16
david,5
davis,1
dawg,33
dawgs,13
dawn,5
day,273
dayday,2
daydream,1
daylight,7
dayroom,1
daytime,1
dayton,1
daytrip,6
daze,3
dazed,1
dc,3
ddg,1
ddu,2
de,11
dead,69
deader,1
deadliest,1
deadly,4
deaf,1
deal,23
dealer,6
dealin,10
dealing,2
dealt,4
dear,18
dearest,2
dearly,1
dearеst,1
death,38
deathless,1
debatin,2
debating,1
debt,4
decatur,3
deceased,2
deceive,2
deceiving,3
december,10
decent,1
decibel,1
decide,8
decided,3
decides,1
decidin,2
deciding,1
decimal,1
decimate,1
decision,5
deck,7
decline,2
declining,1
decorate,1
decoration,4
decoy,1
decz,2
dedicate,1
dedication,1
dee,3
deebo,1
deed,3
deep,63
deeper,11
deepest,2
deeply,1
deepthroat,1
deer,2
def,2
defeat,1
defeated,2
defeater,1
defended,1
defending,2
defense,4
deffer,1
define,2
definitely,1
definition,3
deflate,1
degree,8
degular,1
deh,1
deine,1
deion,1
deja,2
del,1
delay,2
delete,4
deleted,1
delicate,2
delicious,4
delightful,2
delirious,1
deliver,1
delivered,1
dell,1
delusional,1
dem,4
demand,8
demeanor,1
demented,1
demi,1
demise,1
demo,2
demon,41
demonic,2
demonstrating,1
demonstrator,1
den,1
denaun,3
denial,4
denied,1
denim,3
dennis,4
denny,2
dental,1
dented,1
dentist,6
deny,7
denyin,1
depart,2
departed,1
depend,2
dependent,2
deposit,4
depressed,3
depressing,4
depression,4
der,1
deracs,1
deri,1
derivative,1
dermal,1
derulo,1
desalvo,1
describe,3
descriptive,1
desecrate,1
desensitized,1
desert,3
